X	Y	Z	FIELD_VALUE
0.0231100000	0.2500000000	0.2500000000	0.0021711756
0.0174242519	0.2465054418	0.2534945582	0.0021517407
0.0152622482	0.2498089631	0.2501910369	0.0021403134
0.0151756900	0.2500000000	0.2500000000	0.0021402810
0.0151756880	0.2463598924	0.2463598924	0.0021380723
0.0151270348	0.2427199473	0.2427199473	0.0021314645
0.0150641829	0.2390801110	0.2390801110	0.0021206396
0.0149786118	0.2354405062	0.2354405062	0.0021057058
0.0148685104	0.2318012312	0.2318012312	0.0020869428
0.0147325807	0.2281623928	0.2281623928	0.0020646586
0.0145681047	0.2245241436	0.2245241436	0.0020392483
0.0143735894	0.2208866354	0.2208866354	0.0020111074
0.0141471464	0.2172500511	0.2172500511	0.0019807459
0.0139207035	0.2136134668	0.2136134668	0.0019486546
0.0136308872	0.2099791323	0.2099791323	0.0019153688
0.0132998719	0.2063465577	0.2063465577	0.0018814821
0.0129250467	0.2027161119	0.2027161119	0.0018475866
0.0125015649	0.1990883419	0.1990883419	0.0018143139
0.0120228662	0.1954640065	0.1954640065	0.0017823275
0.0114797652	0.1918442131	0.1918442131	0.0017523293
0.0108583888	0.1882307204	0.1882307204	0.0017250698
0.0101354294	0.1846266881	0.1846266881	0.0017013611
0.0093706835	0.1810269707	0.1810269707	0.0016820865
0.0083290397	0.1774621604	0.1774621604	0.0016682467
0.0058549195	0.1723353903	0.1723353903	0.0016599687
0.0093100893	0.1713398429	0.1713398429	0.0016626408
0.0137829765	0.1695378929	0.1695378929	0.0016751638
0.0181475657	0.1676077208	0.1676077208	0.0016977913
0.0225121548	0.1656775486	0.1656775486	0.0017302453
0.0268477801	0.1637150093	0.1637150093	0.0017721491
0.0311648849	0.1617321612	0.1617321612	0.0018231642
0.0354681270	0.1597343030	0.1597343030	0.0018828119
0.0397598340	0.1577240768	0.1577240768	0.0019506859
0.0440410761	0.1557027241	0.1557027241	0.0020262354
0.0483123266	0.1536708301	0.1536708301	0.0021089391
0.0525736764	0.1516285685	0.1516285685	0.0021981637
0.0568248685	0.1495757493	0.1495757493	0.0022932391
0.0610650019	0.1475115261	0.1475115261	0.0023934436
0.0652844020	0.1454261687	0.1454261687	0.0024980056
0.0695038020	0.1433408113	0.1433408113	0.0026061216
0.0737113243	0.1412434888	0.1412434888	0.0027168832
0.0779063066	0.1391336439	0.1391336439	0.0028293885
0.0820880197	0.1370106693	0.1370106693	0.0029427470
0.0862556405	0.1348738838	0.1348738838	0.0030559923
0.0904082903	0.1327225741	0.1327225741	0.0031681750
0.0945449913	0.1305559555	0.1305559555	0.0032783558
0.0986646485	0.1283731600	0.1283731600	0.0033856295
0.1027659193	0.1261731208	0.1261731208	0.0034891005
0.1068463357	0.1239537775	0.1239537775	0.0035879349
0.1108857309	0.1216972255	0.1216972255	0.0036814139
0.1149251262	0.1194406736	0.1194406736	0.0037688360
0.1189403917	0.1171626910	0.1171626910	0.0038496039
0.1229294781	0.1148618262	0.1148618262	0.0039232183
0.1268898630	0.1125363027	0.1125363027	0.0039892804
0.1308202616	0.1101854801	0.1101854801	0.0040474954
0.1347182986	0.1078078684	0.1078078684	0.0040976731
0.1385813908	0.1054019085	0.1054019085	0.0041397465
0.1424069587	0.1029661542	0.1029661542	0.0041736904
0.1461976139	0.1005032595	0.1005032595	0.0041996314
0.1499382070	0.0980023866	0.0980023866	0.0042177785
0.1536582789	0.0954862554	0.0954862554	0.0042283938
0.1572708683	0.0928929983	0.0928929983	0.0042318398
0.1608834577	0.0902997412	0.0902997412	0.0042285460
0.1643758255	0.0876254062	0.0876254062	0.0042189749
0.1678163101	0.0849176551	0.0849176551	0.0042036892
0.1712133912	0.0821826406	0.0821826406	0.0041832885
0.1745122770	0.0793881711	0.0793881711	0.0041584111
0.1777561398	0.0765616785	0.0765616785	0.0041297395
0.1808981747	0.0736782444	0.0736782444	0.0040979287
0.1839351676	0.0707390743	0.0707390743	0.0040637673
0.1868592255	0.0677431895	0.0677431895	0.0040279844
0.1896587252	0.0646883925	0.0646883925	0.0039913338
0.1923188804	0.0615719569	0.0615719569	0.0039545773
0.1948228459	0.0583914755	0.0583914755	0.0039183840
0.1971520496	0.0551452794	0.0551452794	0.0038834299
0.1992874898	0.0518331304	0.0518331304	0.0038502945
0.2012687223	0.0484734068	0.0484734068	0.0038194615
0.2029540990	0.0450339103	0.0450339103	0.0037913017
0.2044621920	0.0415535064	0.0415535064	0.0037660600
0.2057603771	0.0380310439	0.0380310439	0.0037438272
0.2067383459	0.0344572264	0.0344572264	0.0037246347
0.2076270124	0.0308717669	0.0308717669	0.0037084037
0.2083584107	0.0272685861	0.0272685861	0.0036950265
0.2089323465	0.0236511723	0.0236511723	0.0036843411
0.2093892624	0.0200254313	0.0200254313	0.0036761464
0.2097484473	0.0163941951	0.0163941951	0.0036702809
0.2100402550	0.0127599403	0.0127599403	0.0036665888
0.2103163081	0.0077141904	0.0077141904	0.0036647817
0.2102129744	0.0100440771	0.0100440771	0.0036651467
0.2099817476	0.0136805109	0.0136805109	0.0036673283
0.2096698203	0.0173139300	0.0173139300	0.0036715504
0.2092950168	0.0209443769	0.0209443769	0.0036780076
0.2088169737	0.0245687556	0.0245687556	0.0036868001
0.2081828779	0.0281811433	0.0281811433	0.0036981498
0.2074686499	0.0317860459	0.0317860459	0.0037122302
0.2066285853	0.0353773590	0.0353773590	0.0037291897
0.2057465867	0.0389636416	0.0389636416	0.0037491376
0.2055358285	0.0426006973	0.0426006973	0.0037724005
0.2059710833	0.0462277705	0.0462277705	0.0038007001
0.2078647370	0.0496126518	0.0496126518	0.0038381493
0.2109809744	0.0525100500	0.0525100500	0.0038892660
0.2144172725	0.0552204579	0.0552204579	0.0039549055
0.2182661293	0.0576377983	0.0576377983	0.0040338714
0.2222106311	0.0599767802	0.0599767802	0.0041242206
0.2262618429	0.0622227154	0.0622227154	0.0042237920
0.2303849291	0.0644022713	0.0644022713	0.0043306792
0.2345603513	0.0665314281	0.0665314281	0.0044430524
0.2387767936	0.0686197745	0.0686197745	0.0045592646
0.2430488426	0.0706508290	0.0706508290	0.0046778174
0.2473208916	0.0726818834	0.0726818834	0.0047973496
0.2516180984	0.0746862264	0.0746862264	0.0049166034
0.2559374228	0.0766666562	0.0766666562	0.0050344284
0.2602764687	0.0786254118	0.0786254118	0.0051497604
0.2646331964	0.0805644440	0.0805644440	0.0052616409
0.2690057439	0.0824855890	0.0824855890	0.0053691103
0.2733923832	0.0843906037	0.0843906037	0.0054713206
0.2777913699	0.0862813289	0.0862813289	0.0055674498
0.2822009439	0.0881596826	0.0881596826	0.0056567745
0.2866193569	0.0900276217	0.0900276217	0.0057386093
0.2910477560	0.0918836995	0.0918836995	0.0058123094
0.2954761551	0.0937397772	0.0937397772	0.0058773516
0.2999079182	0.0955918358	0.0955918358	0.0059332501
0.3043410902	0.0974422079	0.0974422079	0.0059795214
0.3087738124	0.0992931186	0.0992931186	0.0060158462
0.3132044697	0.1011464998	0.1011464998	0.0060419589
0.3176332403	0.1030021342	0.1030021342	0.0060576809
0.3220466323	0.1048759990	0.1048759990	0.0060629250
0.3264600243	0.1067498638	0.1067498638	0.0060577003
0.3308509531	0.1086499311	0.1086499311	0.0060421153
0.3352328151	0.1105604354	0.1105604354	0.0060163819
0.3395994214	0.1124883250	0.1124883250	0.0059808180
0.3439485966	0.1144358159	0.1144358159	0.0059358504
0.3482777021	0.1164055384	0.1164055384	0.0058819978
0.3525839715	0.1184001324	0.1184001324	0.0058199485
0.3568643182	0.1204224331	0.1204224331	0.0057504473
0.3611151698	0.1224756048	0.1224756048	0.0056743647
0.3653322405	0.1245633167	0.1245633167	0.0055926786
0.3695103331	0.1266898525	0.1266898525	0.0055064635
0.3736884257	0.1288163884	0.1288163884	0.0054168843
0.3777778419	0.1310274337	0.1310274337	0.0053251614
0.3818061861	0.1332938417	0.1332938417	0.0052325289
0.3857629900	0.1356224110	0.1356224110	0.0051402421
0.3896351886	0.1380210403	0.1380210403	0.0050494787
0.3934079563	0.1404976298	0.1404976298	0.0049612345
0.3970655034	0.1430591837	0.1430591837	0.0048763600
0.4005928145	0.1457104894	0.1457104894	0.0047954137
0.4039781800	0.1484527574	0.1484527574	0.0047186276
0.4072159798	0.1512827239	0.1512827239	0.0046458861
0.4103086060	0.1541927436	0.1541927436	0.0045767420
0.4132664706	0.1571719889	0.1571719889	0.0045104693
0.4161059434	0.1602082828	0.1602082828	0.0044461385
0.4188461490	0.1632898442	0.1632898442	0.0043826983
0.4215060636	0.1664063825	0.1664063825	0.0043190346
0.4241026038	0.1695495295	0.1695495295	0.0042541119
0.4266499159	0.1727127531	0.1727127531	0.0041869140
0.4291594679	0.1758910323	0.1758910323	0.0041165853
0.4316403635	0.1790805404	0.1790805404	0.0040423461
0.4340991980	0.1822785789	0.1822785789	0.0039637074
