N	X	Y	Z	FIELD_VALUE
3	-0.0068310190	0.1742456744	-0.1676447228	0.0016528307
3	-0.0054334112	0.1724052669	-0.1712754654	0.0016498027
3	-0.0006072389	0.1705418365	-0.1694393721	0.0016539434
3	0.0040855304	0.1690296764	-0.1679588129	0.0016648076
3	0.0088491518	0.1676361835	-0.1665924835	0.0016815870
3	0.0136478729	0.1663066413	-0.1652865889	0.0017035137
3	0.0184784560	0.1650390214	-0.1640378401	0.0017298471
3	0.0233090392	0.1637714016	-0.1627890913	0.0017599140
3	0.0281509800	0.1625268309	-0.1615613208	0.0017930874
3	0.0330008536	0.1612987398	-0.1603483551	0.0018287706
3	0.0378563969	0.1600825976	-0.1591460802	0.0018664303
3	0.0427161998	0.1588754315	-0.1579519975	0.0019055887
3	0.0475796190	0.1576757094	-0.1567651581	0.0019458270
3	0.0524469250	0.1564836658	-0.1555865438	0.0019867899
3	0.0573197080	0.1553021739	-0.1544199977	0.0020281896
3	0.0622017178	0.1541386311	-0.1532741725	0.0020698112
3	0.0671014390	0.1530110056	-0.1521687491	0.0021115189
3	0.0720862989	0.1520847091	-0.1512777310	0.0021532636
3	0.0770711589	0.1511584126	-0.1503867129	0.0021952146
3	0.0821129051	0.1504017201	-0.1496732849	0.0022376217
3	0.0872161810	0.1498985700	-0.1492214200	0.0022810172
3	0.0923608429	0.1497441024	-0.1491246668	0.0023262894
3	0.0974909693	0.1500143243	-0.1494556513	0.0023747345
3	0.1025300965	0.1507281979	-0.1502291811	0.0024276681
3	0.1074190930	0.1518400484	-0.1513963439	0.0024860585
3	0.1121369303	0.1532715927	-0.1528773773	0.0025503464
3	0.1166906884	0.1549473464	-0.1545966517	0.0026203436
3	0.1210952739	0.1568125012	-0.1564996995	0.0026955525
3	0.1252937730	0.1589037975	-0.1586209851	0.0027751986
3	0.1294922721	0.1609950938	-0.1607422707	0.0028584256
3	0.1335920821	0.1631833050	-0.1629567813	0.0029441947
3	0.1376053222	0.1654514785	-0.1652480821	0.0030315719
3	0.1415414065	0.1677873226	-0.1676043166	0.0031195538
3	0.1454076603	0.1701817174	-0.1700167266	0.0032072036
3	0.1492099054	0.1726276693	-0.1724786404	0.0032935777
3	0.1529528843	0.1751196644	-0.1749848000	0.0033777319
3	0.1566405767	0.1776532127	-0.1775309392	0.0034588047
3	0.1602762232	0.1802246989	-0.1801136317	0.0035359067
3	0.1638611027	0.1828321319	-0.1827310159	0.0036082272
3	0.1673653044	0.1854946312	-0.1854016778	0.0036749676
3	0.1708695061	0.1881571305	-0.1880723398	0.0037354081
3	0.1743323954	0.1908469054	-0.1907694264	0.0037888772
3	0.1777564068	0.1935617932	-0.1934908777	0.0038348365
3	0.1811438239	0.1962998399	-0.1962348298	0.0038728323
3	0.1844969883	0.1990591514	-0.1989994737	0.0039025290
3	0.1878209674	0.2018362913	-0.2017814557	0.0039237439
3	0.1911240245	0.2046260165	-0.2045757381	0.0039363762
3	0.1943684751	0.2074502692	-0.2074037949	0.0039405492
3	0.1976129256	0.2102745219	-0.2102318516	0.0039365086
3	0.2008039748	0.2131293052	-0.2130898552	0.0039246658
3	0.2039804674	0.2159922677	-0.2159558817	0.0039056202
3	0.2071370382	0.2188662680	-0.2188328507	0.0038801512
3	0.2102721413	0.2217520685	-0.2217214579	0.0038491441
3	0.2133862226	0.2246492772	-0.2246213625	0.0038137052
3	0.2164796217	0.2275575714	-0.2275322857	0.0037750790
3	0.2195522699	0.2304768490	-0.2304541718	0.0037346937
3	0.2226249182	0.2333961266	-0.2333760579	0.0036940383
3	0.2256577303	0.2363361189	-0.2363187205	0.0036548374
3	0.2286643336	0.2392894547	-0.2392748856	0.0036189521
3	0.2316390288	0.2422587521	-0.2422472967	0.0035883997
3	0.2345656732	0.2452515677	-0.2452437239	0.0035653476
3	0.2374119690	0.2482823961	-0.2482790899	0.0035522183
3	0.2388642508	0.2500000000	-0.2500000000	0.0035501700
3	0.2374119690	0.2517176039	-0.2517209101	0.0035522183
3	0.2345656732	0.2547484323	-0.2547562761	0.0035653476
3	0.2316390288	0.2577412479	-0.2577527033	0.0035883997
3	0.2286643336	0.2607105453	-0.2607251144	0.0036189521
3	0.2256577303	0.2636638811	-0.2636812795	0.0036548374
3	0.2226249182	0.2666038734	-0.2666239421	0.0036940383
3	0.2195522699	0.2695231510	-0.2695458282	0.0037346937
3	0.2164796217	0.2724424286	-0.2724677143	0.0037750790
3	0.2133862226	0.2753507228	-0.2753786375	0.0038137052
3	0.2102721413	0.2782479315	-0.2782785421	0.0038491441
3	0.2071370382	0.2811337320	-0.2811671493	0.0038801512
3	0.2039804674	0.2840077323	-0.2840441183	0.0039056202
3	0.2008039748	0.2868706948	-0.2869101448	0.0039246658
3	0.1976129256	0.2897254781	-0.2897681484	0.0039365086
3	0.1943684751	0.2925497308	-0.2925962051	0.0039405492
3	0.1911240245	0.2953739835	-0.2954242619	0.0039363762
3	0.1878209674	0.2981637087	-0.2982185443	0.0039237439
3	0.1844969883	0.3009408486	-0.3010005263	0.0039025290
3	0.1811438239	0.3037001601	-0.3037651702	0.0038728323
3	0.1777564068	0.3064382068	-0.3065091223	0.0038348365
3	0.1743323954	0.3091530946	-0.3092305736	0.0037888772
3	0.1708695061	0.3118428695	-0.3119276602	0.0037354081
3	0.1673653044	0.3145053688	-0.3145983222	0.0036749676
3	0.1638611027	0.3171678681	-0.3172689841	0.0036082272
3	0.1602762232	0.3197753011	-0.3198863683	0.0035359067
3	0.1566405767	0.3223467873	-0.3224690608	0.0034588047
3	0.1529528843	0.3248803356	-0.3250152000	0.0033777319
3	0.1492099054	0.3273723307	-0.3275213596	0.0032935777
3	0.1454076603	0.3298182826	-0.3299832734	0.0032072036
3	0.1415414065	0.3322126774	-0.3323956834	0.0031195538
3	0.1376053222	0.3345485215	-0.3347519179	0.0030315719
3	0.1335920821	0.3368166950	-0.3370432187	0.0029441947
3	0.1294922721	0.3390049062	-0.3392577293	0.0028584256
3	0.1252937730	0.3410962025	-0.3413790149	0.0027751986
3	0.1210952739	0.3431874988	-0.3435003005	0.0026955525
3	0.1166906884	0.3450526536	-0.3454033483	0.0026203436
3	0.1121369303	0.3467284073	-0.3471226227	0.0025503464
3	0.1074190930	0.3481599516	-0.3486036561	0.0024860585
3	0.1025300965	0.3492718021	-0.3497708189	0.0024276681
3	0.0974909693	0.3499856757	-0.3505443487	0.0023747345
3	0.0923608429	0.3502558976	-0.3508753332	0.0023262894
3	0.0872161810	0.3501014300	-0.3507785800	0.0022810172
3	0.0821129051	0.3495982799	-0.3503267151	0.0022376217
3	0.0770711589	0.3488415874	-0.3496132871	0.0021952146
3	0.0720862989	0.3479152909	-0.3487222690	0.0021532636
3	0.0671014390	0.3469889944	-0.3478312509	0.0021115189
3	0.0622017178	0.3458613689	-0.3467258275	0.0020698112
3	0.0573197080	0.3446978261	-0.3455800023	0.0020281896
3	0.0524469250	0.3435163342	-0.3444134562	0.0019867899
3	0.0475796190	0.3423242906	-0.3432348419	0.0019458270
3	0.0427161998	0.3411245685	-0.3420480025	0.0019055887
3	0.0378563969	0.3399174024	-0.3408539198	0.0018664303
3	0.0330008536	0.3387012602	-0.3396516449	0.0018287706
3	0.0281509800	0.3374731691	-0.3384386792	0.0017930874
3	0.0233090392	0.3362285984	-0.3372109087	0.0017599140
3	0.0184784560	0.3349609786	-0.3359621599	0.0017298471
3	0.0136478729	0.3336933587	-0.3347134111	0.0017035137
3	0.0088491518	0.3323638165	-0.3334075165	0.0016815870
3	0.0040855304	0.3309703236	-0.3320411871	0.0016648076
3	-0.0006072389	0.3294581635	-0.3305606279	0.0016539434
3	-0.0054334112	0.3275947331	-0.3287245346	0.0016498027
3	-0.0068226535	0.3255905718	-0.3265182038	0.0016513685
3	-0.0081349575	0.3221607543	-0.3229105761	0.0016598575
3	-0.0091713989	0.3186606887	-0.3192806866	0.0016747828
3	-0.0099363395	0.3151036744	-0.3156388076	0.0016950904
3	-0.0106579902	0.3115387052	-0.3119958717	0.0017197781
3	-0.0112804362	0.3079570029	-0.3083510484	0.0017479620
3	-0.0118257830	0.3043637635	-0.3047052296	0.0017788296
3	-0.0123073346	0.3007620122	-0.3010588255	0.0018116301
3	-0.0127339630	0.2971537102	-0.2974120581	0.0018456613
3	-0.0131120364	0.2935402273	-0.2937650635	0.0018802593
3	-0.0134462740	0.2899225649	-0.2901179316	0.0019147925
3	-0.0137391870	0.2863014054	-0.2864707171	0.0019486686
3	-0.0139683337	0.2826757270	-0.2828234284	0.0019812940
3	-0.0141974805	0.2790500486	-0.2791761396	0.0020121332
3	-0.0143944453	0.2754224271	-0.2755289032	0.0020406957
3	-0.0145610718	0.2717932038	-0.2718817479	0.0020664711
3	-0.0146988595	0.2681627246	-0.2682346390	0.0020890641
3	-0.0148105064	0.2645312776	-0.2645875999	0.0021080798
3	-0.0148973093	0.2608990893	-0.2609406229	0.0021232100
3	-0.0149611742	0.2572663678	-0.2572937032	0.0021341751
3	-0.0150104745	0.2536333433	-0.2536468594	0.0021408672
3	-0.0150104745	0.2500000000	-0.2500000000	0.0021431039
3	-0.0231100000	0.2500000000	-0.2500000000	0.0021753860
4	0.0231100000	0.2500000000	0.2500000000	0.0021711756
4	0.0174242519	0.2465054418	0.2534945582	0.0021517407
4	0.0152622482	0.2498089631	0.2501910369	0.0021403134
4	0.0151756900	0.2500000000	0.2500000000	0.0021402810
4	0.0151756880	0.2536401076	0.2536401076	0.0021380723
4	0.0151270348	0.2572800527	0.2572800527	0.0021314645
4	0.0150641829	0.2609198890	0.2609198890	0.0021206396
4	0.0149786118	0.2645594938	0.2645594938	0.0021057058
4	0.0148685104	0.2681987688	0.2681987688	0.0020869428
4	0.0147325807	0.2718376072	0.2718376072	0.0020646586
4	0.0145681047	0.2754758564	0.2754758564	0.0020392483
4	0.0143735894	0.2791133646	0.2791133646	0.0020111074
4	0.0141471464	0.2827499489	0.2827499489	0.0019807459
4	0.0139207035	0.2863865332	0.2863865332	0.0019486546
4	0.0136308872	0.2900208677	0.2900208677	0.0019153688
4	0.0132998719	0.2936534423	0.2936534423	0.0018814821
4	0.0129250467	0.2972838881	0.2972838881	0.0018475866
4	0.0125015649	0.3009116581	0.3009116581	0.0018143139
4	0.0120228662	0.3045359935	0.3045359935	0.0017823275
4	0.0114797652	0.3081557869	0.3081557869	0.0017523293
4	0.0108583888	0.3117692796	0.3117692796	0.0017250698
4	0.0101354294	0.3153733119	0.3153733119	0.0017013611
4	0.0093706835	0.3189730293	0.3189730293	0.0016820865
4	0.0083290397	0.3225378396	0.3225378396	0.0016682467
4	0.0058549195	0.3276646097	0.3276646097	0.0016599687
4	0.0002151562	0.3298211398	0.3298211398	0.0016655873
4	-0.0044684302	0.3313318988	0.3313318988	0.0016775850
4	-0.0092335147	0.3327093488	0.3327093488	0.0016953664
4	-0.0140469294	0.3340000476	0.3340000476	0.0017181697
4	-0.0188603440	0.3352907464	0.3352907464	0.0017452679
4	-0.0236905739	0.3365496440	0.3365496440	0.0017759624
4	-0.0285324001	0.3377860675	0.3377860675	0.0018096603
4	-0.0333824784	0.3390062126	0.3390062126	0.0018457589
4	-0.0382385829	0.3402143137	0.3402143137	0.0018837288
4	-0.0430993150	0.3414130738	0.3414130738	0.0019230955
4	-0.0479640224	0.3426037435	0.3426037435	0.0019634438
4	-0.0528329645	0.3437857270	0.3437857270	0.0020044215
4	-0.0577078930	0.3449553081	0.3449553081	0.0020457443
4	-0.0625946320	0.3460999803	0.3460999803	0.0020872008
4	-0.0675343444	0.3471246776	0.3471246776	0.0021286597
4	-0.0724740568	0.3481493749	0.3481493749	0.0021700976
4	-0.0774550842	0.3490686499	0.3490686499	0.0022116065
4	-0.0824913172	0.3498226805	0.3498226805	0.0022534528
4	-0.0875889442	0.3503301084	0.3503301084	0.0022961268
4	-0.0927313921	0.3504974362	0.3504974362	0.0023404516
4	-0.0978671238	0.3502474095	0.3502474095	0.0023876523
4	-0.1029214634	0.3495566061	0.3495566061	0.0024390023
4	-0.1078328867	0.3484660353	0.3484660353	0.0024954753
4	-0.1125764519	0.3470519355	0.3470519355	0.0025575450
4	-0.1171567085	0.3453903073	0.3453903073	0.0026250606
4	-0.1215895836	0.3435395797	0.3435395797	0.0026975500
4	-0.1258107477	0.3414560081	0.3414560081	0.0027742552
4	-0.1300319118	0.3393724366	0.3393724366	0.0028543320
4	-0.1341534855	0.3371914508	0.3371914508	0.0029367407
4	-0.1381878890	0.3349304382	0.3349304382	0.0030205449
4	-0.1421448773	0.3326020256	0.3326020256	0.0031047348
4	-0.1460320526	0.3302155391	0.3302155391	0.0031883667
4	-0.1498555827	0.3277781855	0.3277781855	0.0032704877
4	-0.1536205448	0.3252956638	0.3252956638	0.0033501436
4	-0.1573312766	0.3227726461	0.3227726461	0.0034264617
4	-0.1609915107	0.3202130120	0.3202130120	0.0034985403
4	-0.1646039934	0.3176196805	0.3176196805	0.0035655560
4	-0.1681389080	0.3149734430	0.3149734430	0.0036266952
4	-0.1716738226	0.3123272054	0.3123272054	0.0036812236
4	-0.1751704225	0.3096556370	0.3096556370	0.0037284540
4	-0.1786317333	0.3069611895	0.3069611895	0.0037678312
4	-0.1820609208	0.3042462824	0.3042462824	0.0037988832
4	-0.1854620439	0.3015137809	0.3015137809	0.0038212549
4	-0.1888439027	0.2987693503	0.2987693503	0.0038347430
4	-0.1921766592	0.2959950485	0.2959950485	0.0038392256
4	-0.1955094156	0.2932207466	0.2932207466	0.0038348028
4	-0.1988025211	0.2904228703	0.2904228703	0.0038216969
4	-0.2020870197	0.2876199400	0.2876199400	0.0038002942
4	-0.2053607691	0.2848107291	0.2848107291	0.0037711887
4	-0.2086257362	0.2819964124	0.2819964124	0.0037350753
4	-0.2118850250	0.2791788066	0.2791788066	0.0036928703
4	-0.2151424002	0.2763600947	0.2763600947	0.0036456328
4	-0.2183997754	0.2735413827	0.2735413827	0.0035945778
4	-0.2216620092	0.2707254816	0.2707254816	0.0035411023
4	-0.2249368186	0.2679168885	0.2679168885	0.0034866609
4	-0.2282324526	0.2651205012	0.2651205012	0.0034329403
4	-0.2315604566	0.2623433483	0.2623433483	0.0033817555
4	-0.2349384201	0.2595965201	0.2595965201	0.0033350658
4	-0.2383968010	0.2569001921	0.2569001921	0.0032949531
4	-0.2419353650	0.2542563945	0.2542563945	0.0032637078
4	-0.2457882078	0.2518422311	0.2518422311	0.0032437092
4	-0.2500000000	0.2500000000	0.2500000000	0.0032371045
4	-0.2542117922	0.2481577689	0.2518422311	0.0032437092
4	-0.2580646350	0.2457436055	0.2542563945	0.0032637078
4	-0.2616031990	0.2430998079	0.2569001921	0.0032949531
4	-0.2650615799	0.2404034799	0.2595965201	0.0033350658
4	-0.2684395434	0.2376566517	0.2623433483	0.0033817555
4	-0.2717675474	0.2348794988	0.2651205012	0.0034329403
4	-0.2750631814	0.2320831115	0.2679168885	0.0034866609
4	-0.2783379908	0.2292745184	0.2707254816	0.0035411023
4	-0.2816002246	0.2264586173	0.2735413827	0.0035945778
4	-0.2848575998	0.2236399053	0.2763600947	0.0036456328
4	-0.2881149750	0.2208211934	0.2791788066	0.0036928703
4	-0.2913742638	0.2180035876	0.2819964124	0.0037350753
4	-0.2946392309	0.2151892709	0.2848107291	0.0037711887
4	-0.2979129803	0.2123800600	0.2876199400	0.0038002942
4	-0.3011974789	0.2095771297	0.2904228703	0.0038216969
4	-0.3044905844	0.2067792534	0.2932207466	0.0038348028
4	-0.3078233408	0.2040049515	0.2959950485	0.0038392256
4	-0.3111560973	0.2012306497	0.2987693503	0.0038347430
4	-0.3145379561	0.1984862191	0.3015137809	0.0038212549
4	-0.3179390792	0.1957537176	0.3042462824	0.0037988832
4	-0.3213682667	0.1930388105	0.3069611895	0.0037678312
4	-0.3248295775	0.1903443630	0.3096556370	0.0037284540
4	-0.3283261774	0.1876727946	0.3123272054	0.0036812236
4	-0.3318610920	0.1850265570	0.3149734430	0.0036266952
4	-0.3353960066	0.1823803195	0.3176196805	0.0035655560
4	-0.3390084893	0.1797869880	0.3202130120	0.0034985403
4	-0.3426687234	0.1772273539	0.3227726461	0.0034264617
4	-0.3463794552	0.1747043362	0.3252956638	0.0033501436
4	-0.3501444173	0.1722218145	0.3277781855	0.0032704877
4	-0.3539679474	0.1697844609	0.3302155391	0.0031883667
4	-0.3578551227	0.1673979744	0.3326020256	0.0031047348
4	-0.3618121110	0.1650695618	0.3349304382	0.0030205449
4	-0.3658465145	0.1628085492	0.3371914508	0.0029367407
4	-0.3699680882	0.1606275634	0.3393724366	0.0028543320
4	-0.3741892523	0.1585439919	0.3414560081	0.0027742552
4	-0.3784104164	0.1564604203	0.3435395797	0.0026975500
4	-0.3828432915	0.1546096927	0.3453903073	0.0026250606
4	-0.3874235481	0.1529480645	0.3470519355	0.0025575450
4	-0.3921671133	0.1515339647	0.3484660353	0.0024954753
4	-0.3970785366	0.1504433939	0.3495566061	0.0024390023
4	-0.4021328762	0.1497525905	0.3502474095	0.0023876523
4	-0.4072686079	0.1495025638	0.3504974362	0.0023404516
4	-0.4124110558	0.1496698916	0.3503301084	0.0022961268
4	-0.4175086828	0.1501773195	0.3498226805	0.0022534528
4	-0.4225449158	0.1509313501	0.3490686499	0.0022116065
4	-0.4275259432	0.1518506251	0.3481493749	0.0021700976
4	-0.4324656556	0.1528753224	0.3471246776	0.0021286597
4	-0.4374053680	0.1539000197	0.3460999803	0.0020872008
4	-0.4422921070	0.1550446919	0.3449553081	0.0020457443
4	-0.4471670355	0.1562142730	0.3437857270	0.0020044215
4	-0.4520359776	0.1573962565	0.3426037435	0.0019634438
4	-0.4569006850	0.1585869262	0.3414130738	0.0019230955
4	-0.4617614171	0.1597856863	0.3402143137	0.0018837288
4	-0.4666175216	0.1609937874	0.3390062126	0.0018457589
4	-0.4714675999	0.1622139325	0.3377860675	0.0018096603
4	-0.4763094261	0.1634503560	0.3365496440	0.0017759624
4	-0.4811396560	0.1647092536	0.3352907464	0.0017452679
4	-0.4859530706	0.1659999524	0.3340000476	0.0017181697
4	-0.4907664853	0.1672906512	0.3327093488	0.0016953664
4	-0.4955315698	0.1686681012	0.3313318988	0.0016775850
4	-0.5002151562	0.1701788602	0.3298211398	0.0016655873
4	-0.5058549195	0.1723353903	0.3276646097	0.0016599687
4	-0.5083290397	0.1774621604	0.3225378396	0.0016682467
4	-0.5093706835	0.1810269707	0.3189730293	0.0016820865
4	-0.5101354294	0.1846266881	0.3153733119	0.0017013611
4	-0.5108583888	0.1882307204	0.3117692796	0.0017250698
4	-0.5114797652	0.1918442131	0.3081557869	0.0017523293
4	-0.5120228662	0.1954640065	0.3045359935	0.0017823275
4	-0.5125015649	0.1990883419	0.3009116581	0.0018143139
4	-0.5129250467	0.2027161119	0.2972838881	0.0018475866
4	-0.5132998719	0.2063465577	0.2936534423	0.0018814821
4	-0.5136308872	0.2099791323	0.2900208677	0.0019153688
4	-0.5139207035	0.2136134668	0.2863865332	0.0019486546
4	-0.5141471464	0.2172500511	0.2827499489	0.0019807459
4	-0.5143735894	0.2208866354	0.2791133646	0.0020111074
4	-0.5145681047	0.2245241436	0.2754758564	0.0020392483
4	-0.5147325807	0.2281623928	0.2718376072	0.0020646586
4	-0.5148685104	0.2318012312	0.2681987688	0.0020869428
4	-0.5149786118	0.2354405062	0.2645594938	0.0021057058
4	-0.5150641829	0.2390801110	0.2609198890	0.0021206396
4	-0.5151270348	0.2427199473	0.2572800527	0.0021314645
4	-0.5151756880	0.2463598924	0.2536401076	0.0021380723
4	-0.5151756880	0.2500000000	0.2500000000	0.0021402810
4	-0.5152622482	0.2498089631	0.2498089631	0.0021403134
4	-0.5174242519	0.2465054418	0.2465054418	0.0021517407
4	-0.5231100000	0.2500000000	0.2500000000	0.0021711756
5	0.0231100000	0.2500000000	0.2500000000	0.0021823903
5	0.0150324600	0.2499743400	0.2499882400	0.0021502885
5	0.0150321014	0.2463339165	0.2463484471	0.0021480704
5	0.0149825483	0.2426936592	0.2427088264	0.0021414348
5	0.0149186571	0.2390535075	0.2390693236	0.0021305647
5	0.0148317987	0.2354135820	0.2354300701	0.0021155688
5	0.0147201580	0.2317739802	0.2317911689	0.0020967277
5	0.0145824353	0.2281348075	0.2281527321	0.0020743503
5	0.0144159074	0.2244962150	0.2245149195	0.0020488325
5	0.0142190929	0.2208583532	0.2208778888	0.0020205703
5	0.0139901151	0.2172214030	0.2172418292	0.0019900749
5	0.0137611373	0.2135844528	0.2136057695	0.0019578379
5	0.0134683768	0.2099497278	0.2099720617	0.0019243955
5	0.0131342184	0.2063167431	0.2063401850	0.0018903421
5	0.0127560887	0.2026858636	0.2027105157	0.0018562711
5	0.0123291752	0.1990576298	0.1990836119	0.0018228150
5	0.0118469604	0.1954327909	0.1954602462	0.0017906385
5	0.0113003186	0.1918124392	0.1918415442	0.0017604450
5	0.0106754708	0.1881983080	0.1882292890	0.0017329863
5	0.0099492955	0.1845935074	0.1846266719	0.0017090761
5	0.0091810304	0.1809930073	0.1810284869	0.0016895996
5	0.0081363522	0.1774270501	0.1774657122	0.0016755590
5	0.0067617928	0.1739170376	0.1739598362	0.0016680042
5	0.0056196752	0.1722164386	0.1722620769	0.0016669892
5	0.0008920957	0.1703436104	0.1703824700	0.0016710379
5	-0.0037904598	0.1688334114	0.1688679599	0.0016818552
5	-0.0085446997	0.1674389714	0.1674702807	0.0016986306
5	-0.0133368202	0.1661105395	0.1661392596	0.0017205939
5	-0.0181633488	0.1648455189	0.1648723294	0.0017469912
5	-0.0229898774	0.1635804983	0.1636053993	0.0017771940
5	-0.0278287297	0.1623390869	0.1623623491	0.0018104836
5	-0.0326762755	0.1611146347	0.1611364685	0.0018463267
5	-0.0375301231	0.1599026378	0.1599232108	0.0018841659
5	-0.0423887738	0.1587002295	0.1587196763	0.0019235181
5	-0.0472515118	0.1575060531	0.1575244821	0.0019639593
5	-0.0521185285	0.1563205774	0.1563380742	0.0020051284
5	-0.0569912988	0.1551469419	0.1551635718	0.0020467316
5	-0.0618733761	0.1539927768	0.1540085863	0.0020885475
5	-0.0667728816	0.1528761203	0.1528911375	0.0021304336
5	-0.0717548989	0.1519599230	0.1519741570	0.0021723321
5	-0.0767369163	0.1510437258	0.1510571765	0.0022143960
5	-0.0817745127	0.1502946554	0.1503073213	0.0022568562
5	-0.0868733862	0.1497939207	0.1498058028	0.0023002113
5	-0.0920163110	0.1496344735	0.1496455882	0.0023453022
5	-0.0971512542	0.1498928339	0.1499032233	0.0023933796
5	-0.1022033480	0.1505921314	0.1506018640	0.0024457462
5	-0.1071110449	0.1516913444	0.1517005033	0.0025034015
5	-0.1118494674	0.1531142846	0.1531229522	0.0025668417
5	-0.1164230658	0.1547852668	0.1547935161	0.0026359330
5	-0.1208455820	0.1566485225	0.1566564162	0.0027102191
5	-0.1250585005	0.1587405589	0.1587481781	0.0027889548
5	-0.1292714191	0.1608325954	0.1608399401	0.0028713031
5	-0.1333838157	0.1630223447	0.1630294513	0.0029562348
5	-0.1374080649	0.1652924911	0.1652993898	0.0030428240
5	-0.1413538109	0.1676305147	0.1676372309	0.0031300725
5	-0.1452286148	0.1700271199	0.1700336754	0.0032170466
5	-0.1490384467	0.1724752460	0.1724816596	0.0033028053
5	-0.1527881886	0.1749693218	0.1749756101	0.0033864050
5	-0.1564819340	0.1775048267	0.1775110050	0.0034669848
5	-0.1601230172	0.1800781290	0.1800842123	0.0035436547
5	-0.1637127823	0.1826872245	0.1826932302	0.0036156028
5	-0.1672210923	0.1853511304	0.1853570871	0.0036820285
5	-0.1707294022	0.1880150364	0.1880209440	0.0037421998
5	-0.1741960226	0.1907060917	0.1907119535	0.0037954608
5	-0.1776234256	0.1934221563	0.1934279559	0.0038412597
5	-0.1810139497	0.1961612643	0.1961670071	0.0038791380
5	-0.1843699741	0.1989215320	0.1989272225	0.0039087545
5	-0.1876966169	0.2016995245	0.2017051665	0.0039299205
5	-0.1910022069	0.2044900533	0.2044956488	0.0039425286
5	-0.1942488899	0.2073149472	0.2073205013	0.0039466951
5	-0.1974955728	0.2101398411	0.2101453538	0.0039426585
5	-0.2006886461	0.2129951230	0.2130005972	0.0039308225
5	-0.2038671339	0.2158585302	0.2158639662	0.0039117793
5	-0.2070256713	0.2187329545	0.2187383520	0.0038863004
5	-0.2101627330	0.2216191142	0.2216244728	0.0038552640
5	-0.2132787978	0.2245166254	0.2245219435	0.0038197692
5	-0.2163742498	0.2274251684	0.2274304349	0.0037810533
5	-0.2194490773	0.2303446327	0.2303498409	0.0037405276
5	-0.2225239048	0.2332640969	0.2332692469	0.0036996936
5	-0.2255592838	0.2362041329	0.2362092181	0.0036602600
5	-0.2285689255	0.2391573733	0.2391623850	0.0036240807
5	-0.2315475087	0.2421263236	0.2421312473	0.0035931657
5	-0.2344799111	0.2451181834	0.2451229958	0.0035696741
5	-0.2373272562	0.2481508665	0.2481555238	0.0035560198
5	-0.2389165686	0.2499997732	0.2500043081	0.0035536298
5	-0.2373302759	0.2518474979	0.2518519762	0.0035560152
5	-0.2344817335	0.2548795756	0.2548839851	0.0035696635
5	-0.2315493950	0.2578714367	0.2578757948	0.0035931508
5	-0.2285708522	0.2608403846	0.2608447001	0.0036240631
5	-0.2255612408	0.2637936224	0.2637979006	0.0036602409
5	-0.2225258872	0.2667336562	0.2667379001	0.0036996743
5	-0.2194510793	0.2696531183	0.2696573289	0.0037405089
5	-0.2163762714	0.2725725804	0.2725767578	0.0037810269
5	-0.2132808343	0.2754811226	0.2754852659	0.0038197456
5	-0.2101647791	0.2783786370	0.2783827435	0.0038552435
5	-0.2070277225	0.2812648018	0.2812688649	0.0038862830
5	-0.2038691841	0.2841392371	0.2841432386	0.0039117744
5	-0.2006906985	0.2870026712	0.2870065831	0.0039308196
5	-0.1974976454	0.2898579615	0.2898618408	0.0039426569
5	-0.1942509858	0.2926828691	0.2926867065	0.0039466940
5	-0.1910043262	0.2955077767	0.2955115721	0.0039425270
5	-0.1876987648	0.2982983260	0.2983020677	0.0039299169
5	-0.1843721527	0.3010763416	0.3010800253	0.0039087474
5	-0.1810161630	0.3038366370	0.3038402553	0.0038791254
5	-0.1776256790	0.3065757786	0.3065793225	0.0038412395
5	-0.1741983227	0.3092918839	0.3092953431	0.0037954305
5	-0.1707317706	0.3119830086	0.3119863711	0.0037421567
5	-0.1672235429	0.3146469995	0.3146502514	0.0036819603
5	-0.1637153153	0.3173109905	0.3173141318	0.0036155159
5	-0.1601256517	0.3199201874	0.3199231880	0.0035435455
5	-0.1564846845	0.3224936057	0.3224964434	0.0034668496
5	-0.1527910751	0.3250292489	0.3250318980	0.0033862394
5	-0.1490414954	0.3275234933	0.3275259238	0.0033026048
5	-0.1452318598	0.3299718285	0.3299740043	0.0032168063
5	-0.1413572960	0.3323686964	0.3323705743	0.0031297871
5	-0.1374118465	0.3347070540	0.3347085818	0.0030424880
5	-0.1333879665	0.3369776304	0.3369787447	0.0029558423
5	-0.1292760334	0.3391679413	0.3391685648	0.0028708479
5	-0.1250636998	0.3412607224	0.3412607600	0.0027884305
5	-0.1208513663	0.3433535035	0.3433529551	0.0027096193
5	-0.1164297012	0.3452179919	0.3452166419	0.0026352516
5	-0.1118571486	0.3468906810	0.3468883600	0.0025660738
5	-0.1071199347	0.3483159693	0.3483124826	0.0025025441
5	-0.1022134662	0.3494183242	0.3494134582	0.0024448000
5	-0.0971623271	0.3501215242	0.3501150787	0.0023923495
5	-0.0920277686	0.3503841786	0.3503760157	0.0023441968
5	-0.0868846204	0.3502288637	0.3502189437	0.0022990404
5	-0.0817851372	0.3497316970	0.3497200807	0.0022556275
5	-0.0767467948	0.3489855380	0.3489723379	0.0022131237
5	-0.0717640361	0.3480716999	0.3480570330	0.0021710088
5	-0.0667812774	0.3471578617	0.3471417280	0.0021290607
