N	X	Y	Z	FIELD_VALUE
0	0.0412220704	0.1939303996	0.1266696834	0.0014392752
0	0.0437934281	0.1955926420	0.1225313459	0.0014423034
0	0.0463735101	0.1972362243	0.1183909859	0.0014441207
0	0.0490046841	0.1987991047	0.1142515298	0.0014447173
0	0.0516358580	0.2003619850	0.1101120738	0.0014441444
0	0.0543402899	0.2018184167	0.1059810180	0.0014425540
0	0.0570774433	0.2032304126	0.1018560906	0.0014401497
0	0.0598879247	0.2045328488	0.0977444459	0.0014371570
0	0.0627681344	0.2057421080	0.0936526430	0.0014339270
0	0.0657762491	0.2067697968	0.0896034617	0.0014307942
0	0.0688941628	0.2076372703	0.0856001042	0.0014281270
0	0.0722012070	0.2082185217	0.0816980057	0.0014262145
0	0.0767787834	0.2085462801	0.0767787834	0.0014252648
0	0.0816980057	0.2082185217	0.0722012070	0.0014262145
0	0.0856001042	0.2076372703	0.0688941628	0.0014281270
0	0.0896034617	0.2067697968	0.0657762491	0.0014307942
0	0.0936526430	0.2057421080	0.0627681344	0.0014339270
0	0.0977444459	0.2045328488	0.0598879247	0.0014371570
0	0.1018560906	0.2032304126	0.0570774433	0.0014401497
0	0.1059810180	0.2018184167	0.0543402899	0.0014425540
0	0.1101120738	0.2003619850	0.0516358580	0.0014441444
0	0.1142515298	0.1987991047	0.0490046841	0.0014447173
0	0.1183909859	0.1972362243	0.0463735101	0.0014441207
0	0.1225313459	0.1955926420	0.0437934281	0.0014423034
0	0.1266696834	0.1939303996	0.0412220704	0.0014392752
0	0.1308062621	0.1922555569	0.0386560646	0.0014351562
0	0.1349383671	0.1905514901	0.0361021203	0.0014301199
0	0.1390669881	0.1888323730	0.0335526316	0.0014244365
0	0.1431909030	0.1870970275	0.0310065230	0.0014184546
0	0.1473047796	0.1853365978	0.0284613954	0.0014126428
0	0.1514120746	0.1835627655	0.0259149442	0.0014075469
0	0.1555084264	0.1817688798	0.0233649160	0.0014037959
0	0.1599778885	0.1797499598	0.0205560457	0.0014021348
0	0.1649013745	0.1791710282	0.0184744620	0.0014043455
0	0.1695827113	0.1812109637	0.0178229123	0.0014126272
0	0.1739497076	0.1839226496	0.0175456580	0.0014277659
0	0.1781335647	0.1869192902	0.0174181737	0.0014490364
0	0.1821446644	0.1901458935	0.0173885486	0.0014755290
0	0.1861557641	0.1933724967	0.0173589234	0.0015063181
0	0.1901078152	0.1966712886	0.0173532495	0.0015405576
0	0.1940164653	0.2000213905	0.0173594915	0.0015774545
0	0.1978913269	0.2034105035	0.0173707754	0.0016162624
0	0.2017388101	0.2068306637	0.0173828363	0.0016562823
0	0.2055634583	0.2102763467	0.0173929202	0.0016968281
0	0.2093686920	0.2137434674	0.0173990717	0.0017372412
0	0.2131571284	0.2172289397	0.0173997827	0.0017769008
0	0.2169308276	0.2207303575	0.0173938874	0.0018152334
0	0.2206910905	0.2242461789	0.0173801098	0.0018516786
0	0.2244318246	0.2277826724	0.0173502785	0.0018857040
0	0.2281725586	0.2313191659	0.0173204472	0.0019168307
0	0.2319038549	0.2348655264	0.0172814322	0.0019446163
0	0.2356266881	0.2384206473	0.0172324819	0.0019686945
0	0.2393418595	0.2419836129	0.0171729467	0.0019887444
0	0.2430500935	0.2455535967	0.0171023477	0.0020045206
0	0.2467524976	0.2491293885	0.0170205901	0.0020158782
0	0.2504512412	0.2527087936	0.0169315830	0.0020227099
0	0.2500000000	0.2500000000	0.0231100000	0.0020402405
1	0.0231100000	0.2500000000	0.2500000000	0.0021428867
1	0.0143566238	0.2486345117	0.2478411528	0.0021040136
1	0.0142834743	0.2450162818	0.2441800288	0.0020972285
1	0.0141930472	0.2413997562	0.2405176071	0.0020860061
1	0.0140755201	0.2377859416	0.2368532792	0.0020704772
1	0.0139287071	0.2341753917	0.2331867900	0.0020508658
1	0.0137507052	0.2305686473	0.2295179377	0.0020274645
1	0.0135380802	0.2269664729	0.2258464397	0.0020005810
1	0.0132886576	0.2233695760	0.2221720842	0.0019706598
1	0.0129997697	0.2197787808	0.2184946529	0.0019381187
1	0.0127108817	0.2161879855	0.2148172217	0.0019034664
1	0.0123430566	0.2126105659	0.2111338074	0.0018671986
1	0.0119232032	0.2090429964	0.2074464047	0.0018299185
1	0.0114476564	0.2054868451	0.2037547370	0.0017921699
1	0.0109099347	0.2019444793	0.2000583513	0.0017545721
1	0.0103014876	0.1984191003	0.1963566946	0.0017177621
1	0.0096108299	0.1949151717	0.1926491019	0.0016824079
1	0.0088216836	0.1914392583	0.1889347996	0.0016492144
1	0.0079092605	0.1880017430	0.1852130071	0.0016189304
1	0.0068321092	0.1846207632	0.1814834644	0.0015923466
1	0.0057168505	0.1812536839	0.1777525473	0.0015703470
1	0.0041323918	0.1780783816	0.1740232427	0.0015538075
1	0.0021316797	0.1751037987	0.1703286825	0.0015435394
1	-0.0016334180	0.1727665815	0.1667544697	0.0015398037
1	-0.0060596460	0.1715368712	0.1650029479	0.0015421865
1	-0.0107740908	0.1703260355	0.1633270436	0.0015492712
1	-0.0155451575	0.1691988709	0.1617563147	0.0015602578
1	-0.0203321372	0.1681002594	0.1602140290	0.0015744151
1	-0.0251362130	0.1670396150	0.1586985564	0.0015909867
1	-0.0299506984	0.1660109310	0.1571941274	0.0016093264
1	-0.0347710171	0.1650106166	0.1556892466	0.0016287981
1	-0.0395937264	0.1640366568	0.1541747682	0.0016488256
1	-0.0444159421	0.1630881663	0.1526426557	0.0016688866
1	-0.0492349091	0.1621654599	0.1510847926	0.0016885161
1	-0.0540387218	0.1612946218	0.1494520673	0.0017073114
1	-0.0588425345	0.1604237838	0.1478193419	0.0017249349
1	-0.0636350107	0.1595821809	0.1461386744	0.0017411154
1	-0.0684124498	0.1587722762	0.1444006016	0.0017556528
1	-0.0731703940	0.1579974889	0.1425943792	0.0017684089
1	-0.0779034019	0.1572611625	0.1407083179	0.0017793641
1	-0.0826158415	0.1565535832	0.1387607524	0.0017884872
1	-0.0872692695	0.1559171199	0.1366533155	0.0017958621
1	-0.0918777527	0.1553259042	0.1344367610	0.0018016072
1	-0.0964212985	0.1547909749	0.1320765049	0.0018059078
1	-0.1008690994	0.1543415390	0.1295238901	0.0018089466
1	-0.1051943576	0.1539750913	0.1267564681	0.0018109904
1	-0.1093859253	0.1536874306	0.1237817783	0.0018122587
1	-0.1134854840	0.1534574302	0.1206767042	0.0018129644
1	-0.1171220451	0.1534590619	0.1170330537	0.0018131700
1	-0.1207586061	0.1534606935	0.1133894033	0.0018129640
1	-0.1238566925	0.1536936351	0.1092847272	0.0018122554
1	-0.1268377555	0.1539795784	0.1050975722	0.0018109797
1	-0.1295804663	0.1543541304	0.1007572939	0.0018089229
1	-0.1321027197	0.1548137598	0.0962932435	0.0018058643
1	-0.1344668523	0.1553485406	0.0917516959	0.0018015364
1	-0.1367153505	0.1559283821	0.0871572638	0.0017957585
1	-0.1387771905	0.1565851522	0.0824862643	0.0017883466
1	-0.1407672635	0.1572737269	0.0777887925	0.0017791816
1	-0.1426536393	0.1580097426	0.0730558616	0.0017681846
1	-0.1444565697	0.1587856128	0.0682968454	0.0017553866
1	-0.1461913212	0.1595967395	0.0635184066	0.0017408089
1	-0.1478690336	0.1604393517	0.0587250723	0.0017245913
1	-0.1494991368	0.1613110201	0.0539205198	0.0017069357
1	-0.1510899801	0.1622099723	0.0491078417	0.0016881141
1	-0.1526493267	0.1631350790	0.0442898148	0.0016684665
1	-0.1542086733	0.1640601858	0.0394717880	0.0016483984
1	-0.1557224897	0.1650340559	0.0346488528	0.0016283760
1	-0.1572263183	0.1660343936	0.0298282105	0.0016089226
1	-0.1587294400	0.1670629545	0.0250132905	0.0015906159
1	-0.1602431571	0.1681232847	0.0202085920	0.0015740932
1	-0.1617828825	0.1692210538	0.0154205949	0.0015600019
1	-0.1633731735	0.1703680392	0.0106607455	0.0015490996
1	-0.1650318359	0.1715646461	0.0059365801	0.0015421181
1	-0.1667492504	0.1727695525	0.0016281121	0.0015398516
1	-0.1703227860	0.1751059584	-0.0021360584	0.0015435859
1	-0.1740174752	0.1780804346	-0.0041366911	0.0015538533
1	-0.1777468844	0.1812556613	-0.0057210551	0.0015703928
1	-0.1814778803	0.1846226829	-0.0068362243	0.0015923930
1	-0.1852075000	0.1880036054	-0.0079132886	0.0016189778
1	-0.1889293627	0.1914410677	-0.0088256254	0.0016492634
1	-0.1926437313	0.1949169294	-0.0096146870	0.0016824587
1	-0.1963513884	0.1984208063	-0.0103052618	0.0017178150
1	-0.2000531085	0.2019461327	-0.0109136278	0.0017546273
1	-0.2037495571	0.2054884448	-0.0114512701	0.0017922277
1	-0.2074412879	0.2090445410	-0.0119267392	0.0018299788
1	-0.2111287540	0.2126120540	-0.0123465167	0.0018672616
1	-0.2148122319	0.2161894157	-0.0127142678	0.0019035320
1	-0.2184897278	0.2197801504	-0.0130030850	0.0019381869
1	-0.2221672236	0.2233708852	-0.0132919022	0.0019707304
1	-0.2258416443	0.2269677203	-0.0135412557	0.0020006539
1	-0.2295132078	0.2305698319	-0.0137538136	0.0020275396
1	-0.2331821263	0.2341765122	-0.0139317501	0.0020509427
1	-0.2368486820	0.2377869971	-0.0140784996	0.0020705557
1	-0.2405130770	0.2414007457	-0.0141959649	0.0020860761
1	-0.2441755662	0.2450172045	-0.0142863318	0.0020973091
1	-0.2478367579	0.2486353671	-0.0143594221	0.0021040949
1	-0.2500000000	0.2500000000	-0.0231100000	0.0021429498
2	0.0231100000	0.2500000000	0.2500000000	0.0021711756
2	0.0174242519	0.2465054418	0.2534945582	0.0021517407
2	0.0152622482	0.2498089631	0.2501910369	0.0021403134
2	0.0151756900	0.2500000000	0.2500000000	0.0021402810
2	0.0151756880	0.2463598924	0.2463598924	0.0021380723
2	0.0151270348	0.2427199473	0.2427199473	0.0021314645
2	0.0150641829	0.2390801110	0.2390801110	0.0021206396
2	0.0149786118	0.2354405062	0.2354405062	0.0021057058
2	0.0148685104	0.2318012312	0.2318012312	0.0020869428
2	0.0147325807	0.2281623928	0.2281623928	0.0020646586
2	0.0145681047	0.2245241436	0.2245241436	0.0020392483
2	0.0143735894	0.2208866354	0.2208866354	0.0020111074
2	0.0141471464	0.2172500511	0.2172500511	0.0019807459
2	0.0139207035	0.2136134668	0.2136134668	0.0019486546
2	0.0136308872	0.2099791323	0.2099791323	0.0019153688
2	0.0132998719	0.2063465577	0.2063465577	0.0018814821
2	0.0129250467	0.2027161119	0.2027161119	0.0018475866
2	0.0125015649	0.1990883419	0.1990883419	0.0018143139
2	0.0120228662	0.1954640065	0.1954640065	0.0017823275
2	0.0114797652	0.1918442131	0.1918442131	0.0017523293
2	0.0108583888	0.1882307204	0.1882307204	0.0017250698
2	0.0101354294	0.1846266881	0.1846266881	0.0017013611
2	0.0093706835	0.1810269707	0.1810269707	0.0016820865
2	0.0083290397	0.1774621604	0.1774621604	0.0016682467
2	0.0058549195	0.1723353903	0.1723353903	0.0016599687
2	0.0093100893	0.1713398429	0.1713398429	0.0016626408
2	0.0137829765	0.1695378929	0.1695378929	0.0016751638
2	0.0181475657	0.1676077208	0.1676077208	0.0016977913
2	0.0225121548	0.1656775486	0.1656775486	0.0017302453
2	0.0268477801	0.1637150093	0.1637150093	0.0017721491
2	0.0311648849	0.1617321612	0.1617321612	0.0018231642
2	0.0354681270	0.1597343030	0.1597343030	0.0018828119
2	0.0397598340	0.1577240768	0.1577240768	0.0019506859
2	0.0440410761	0.1557027241	0.1557027241	0.0020262354
2	0.0483123266	0.1536708301	0.1536708301	0.0021089391
2	0.0525736764	0.1516285685	0.1516285685	0.0021981637
2	0.0568248685	0.1495757493	0.1495757493	0.0022932391
2	0.0610650019	0.1475115261	0.1475115261	0.0023934436
2	0.0652844020	0.1454261687	0.1454261687	0.0024980056
2	0.0695038020	0.1433408113	0.1433408113	0.0026061216
2	0.0737113243	0.1412434888	0.1412434888	0.0027168832
2	0.0779063066	0.1391336439	0.1391336439	0.0028293885
2	0.0820880197	0.1370106693	0.1370106693	0.0029427470
2	0.0862556405	0.1348738838	0.1348738838	0.0030559923
2	0.0904082903	0.1327225741	0.1327225741	0.0031681750
2	0.0945449913	0.1305559555	0.1305559555	0.0032783558
2	0.0986646485	0.1283731600	0.1283731600	0.0033856295
2	0.1027659193	0.1261731208	0.1261731208	0.0034891005
2	0.1068463357	0.1239537775	0.1239537775	0.0035879349
2	0.1108857309	0.1216972255	0.1216972255	0.0036814139
2	0.1149251262	0.1194406736	0.1194406736	0.0037688360
2	0.1189403917	0.1171626910	0.1171626910	0.0038496039
2	0.1229294781	0.1148618262	0.1148618262	0.0039232183
2	0.1268898630	0.1125363027	0.1125363027	0.0039892804
2	0.1308202616	0.1101854801	0.1101854801	0.0040474954
2	0.1347182986	0.1078078684	0.1078078684	0.0040976731
2	0.1385813908	0.1054019085	0.1054019085	0.0041397465
2	0.1424069587	0.1029661542	0.1029661542	0.0041736904
2	0.1461976139	0.1005032595	0.1005032595	0.0041996314
2	0.1499382070	0.0980023866	0.0980023866	0.0042177785
2	0.1536582789	0.0954862554	0.0954862554	0.0042283938
2	0.1572708683	0.0928929983	0.0928929983	0.0042318398
2	0.1608834577	0.0902997412	0.0902997412	0.0042285460
2	0.1643758255	0.0876254062	0.0876254062	0.0042189749
2	0.1678163101	0.0849176551	0.0849176551	0.0042036892
2	0.1712133912	0.0821826406	0.0821826406	0.0041832885
2	0.1745122770	0.0793881711	0.0793881711	0.0041584111
2	0.1777561398	0.0765616785	0.0765616785	0.0041297395
2	0.1808981747	0.0736782444	0.0736782444	0.0040979287
2	0.1839351676	0.0707390743	0.0707390743	0.0040637673
2	0.1868592255	0.0677431895	0.0677431895	0.0040279844
2	0.1896587252	0.0646883925	0.0646883925	0.0039913338
2	0.1923188804	0.0615719569	0.0615719569	0.0039545773
2	0.1948228459	0.0583914755	0.0583914755	0.0039183840
2	0.1971520496	0.0551452794	0.0551452794	0.0038834299
2	0.1992874898	0.0518331304	0.0518331304	0.0038502945
2	0.2012687223	0.0484734068	0.0484734068	0.0038194615
2	0.2029540990	0.0450339103	0.0450339103	0.0037913017
2	0.2044621920	0.0415535064	0.0415535064	0.0037660600
2	0.2057603771	0.0380310439	0.0380310439	0.0037438272
2	0.2067383459	0.0344572264	0.0344572264	0.0037246347
2	0.2076270124	0.0308717669	0.0308717669	0.0037084037
2	0.2083584107	0.0272685861	0.0272685861	0.0036950265
2	0.2089323465	0.0236511723	0.0236511723	0.0036843411
2	0.2093892624	0.0200254313	0.0200254313	0.0036761464
2	0.2097484473	0.0163941951	0.0163941951	0.0036702809
2	0.2100402550	0.0127599403	0.0127599403	0.0036665888
2	0.2103163081	0.0077141904	0.0077141904	0.0036647817
2	0.2102129744	0.0100440771	0.0100440771	0.0036651467
2	0.2099817476	0.0136805109	0.0136805109	0.0036673283
2	0.2096698203	0.0173139300	0.0173139300	0.0036715504
2	0.2092950168	0.0209443769	0.0209443769	0.0036780076
2	0.2088169737	0.0245687556	0.0245687556	0.0036868001
2	0.2081828779	0.0281811433	0.0281811433	0.0036981498
2	0.2074686499	0.0317860459	0.0317860459	0.0037122302
2	0.2066285853	0.0353773590	0.0353773590	0.0037291897
2	0.2057465867	0.0389636416	0.0389636416	0.0037491376
2	0.2055358285	0.0426006973	0.0426006973	0.0037724005
2	0.2059710833	0.0462277705	0.0462277705	0.0038007001
2	0.2078647370	0.0496126518	0.0496126518	0.0038381493
2	0.2109809744	0.0525100500	0.0525100500	0.0038892660
2	0.2144172725	0.0552204579	0.0552204579	0.0039549055
2	0.2182661293	0.0576377983	0.0576377983	0.0040338714
2	0.2222106311	0.0599767802	0.0599767802	0.0041242206
2	0.2262618429	0.0622227154	0.0622227154	0.0042237920
2	0.2303849291	0.0644022713	0.0644022713	0.0043306792
2	0.2345603513	0.0665314281	0.0665314281	0.0044430524
2	0.2387767936	0.0686197745	0.0686197745	0.0045592646
2	0.2430488426	0.0706508290	0.0706508290	0.0046778174
2	0.2473208916	0.0726818834	0.0726818834	0.0047973496
2	0.2516180984	0.0746862264	0.0746862264	0.0049166034
2	0.2559374228	0.0766666562	0.0766666562	0.0050344284
2	0.2602764687	0.0786254118	0.0786254118	0.0051497604
2	0.2646331964	0.0805644440	0.0805644440	0.0052616409
2	0.2690057439	0.0824855890	0.0824855890	0.0053691103
2	0.2733923832	0.0843906037	0.0843906037	0.0054713206
2	0.2777913699	0.0862813289	0.0862813289	0.0055674498
2	0.2822009439	0.0881596826	0.0881596826	0.0056567745
2	0.2866193569	0.0900276217	0.0900276217	0.0057386093
2	0.2910477560	0.0918836995	0.0918836995	0.0058123094
2	0.2954761551	0.0937397772	0.0937397772	0.0058773516
2	0.2999079182	0.0955918358	0.0955918358	0.0059332501
2	0.3043410902	0.0974422079	0.0974422079	0.0059795214
2	0.3087738124	0.0992931186	0.0992931186	0.0060158462
2	0.3132044697	0.1011464998	0.1011464998	0.0060419589
2	0.3176332403	0.1030021342	0.1030021342	0.0060576809
2	0.3220466323	0.1048759990	0.1048759990	0.0060629250
2	0.3264600243	0.1067498638	0.1067498638	0.0060577003
2	0.3308509531	0.1086499311	0.1086499311	0.0060421153
2	0.3352328151	0.1105604354	0.1105604354	0.0060163819
2	0.3395994214	0.1124883250	0.1124883250	0.0059808180
2	0.3439485966	0.1144358159	0.1144358159	0.0059358504
2	0.3482777021	0.1164055384	0.1164055384	0.0058819978
2	0.3525839715	0.1184001324	0.1184001324	0.0058199485
2	0.3568643182	0.1204224331	0.1204224331	0.0057504473
2	0.3611151698	0.1224756048	0.1224756048	0.0056743647
2	0.3653322405	0.1245633167	0.1245633167	0.0055926786
2	0.3695103331	0.1266898525	0.1266898525	0.0055064635
2	0.3736884257	0.1288163884	0.1288163884	0.0054168843
2	0.3777778419	0.1310274337	0.1310274337	0.0053251614
2	0.3818061861	0.1332938417	0.1332938417	0.0052325289
2	0.3857629900	0.1356224110	0.1356224110	0.0051402421
2	0.3896351886	0.1380210403	0.1380210403	0.0050494787
2	0.3934079563	0.1404976298	0.1404976298	0.0049612345
2	0.3970655034	0.1430591837	0.1430591837	0.0048763600
2	0.4005928145	0.1457104894	0.1457104894	0.0047954137
2	0.4039781800	0.1484527574	0.1484527574	0.0047186276
2	0.4072159798	0.1512827239	0.1512827239	0.0046458861
2	0.4103086060	0.1541927436	0.1541927436	0.0045767420
2	0.4132664706	0.1571719889	0.1571719889	0.0045104693
2	0.4161059434	0.1602082828	0.1602082828	0.0044461385
2	0.4188461490	0.1632898442	0.1632898442	0.0043826983
2	0.4215060636	0.1664063825	0.1664063825	0.0043190346
2	0.4241026038	0.1695495295	0.1695495295	0.0042541119
2	0.4266499159	0.1727127531	0.1727127531	0.0041869140
2	0.4291594679	0.1758910323	0.1758910323	0.0041165853
2	0.4316403635	0.1790805404	0.1790805404	0.0040423461
2	0.4340991980	0.1822785789	0.1822785789	0.0039637074
2	0.4365421975	0.1854826795	0.1854826795	0.0038803064
2	0.4389851969	0.1886867800	0.1886867800	0.0037919723
2	0.4414076163	0.1918986838	0.1918986838	0.0036987538
2	0.4438246129	0.1951126296	0.1951126296	0.0036009140
2	0.4462391597	0.1983274959	0.1983274959	0.0034988738
2	0.4486530944	0.2015425921	0.2015425921	0.0033932363
2	0.4510678336	0.2047573862	0.2047573862	0.0032847600
2	0.4534845038	0.2079714546	0.2079714546	0.0031743405
2	0.4559039930	0.2111844625	0.2111844625	0.0030629912
2	0.4583269706	0.2143961558	0.2143961558	0.0029518268
2	0.4607538821	0.2176063635	0.2176063635	0.0028420467
2	0.4631849117	0.2208150130	0.2208150130	0.0027349245
2	0.4656159413	0.2240236624	0.2240236624	0.0026317914
2	0.4680542694	0.2272295417	0.2272295417	0.0025340728
2	0.4704956385	0.2304342635	0.2304342635	0.0024432577
2	0.4729378738	0.2336386553	0.2336386553	0.0023608529
2	0.4753770851	0.2368441986	0.2368441986	0.0022886021
2	0.4778057248	0.2400537528	0.2400537528	0.0022282842
2	0.4802071227	0.2432735397	0.2432735397	0.0021818950
2	0.4825757481	0.2465054418	0.2465054418	0.0021517407
2	0.4768900000	0.2500000000	0.2500000000	0.0021711756
3	0.0231100000	0.2500000000	0.2500000000	0.0021753860
3	0.0150104700	0.2500000000	0.2500000000	0.0021431039
3	0.0150104745	0.2463666567	0.2463531406	0.0021408672
3	0.0149611742	0.2427336322	0.2427062968	0.0021341751
3	0.0148973093	0.2391009107	0.2390593771	0.0021232100
3	0.0148105064	0.2354687224	0.2354124001	0.0021080798
3	0.0146988595	0.2318372754	0.2317653610	0.0020890641
3	0.0145610718	0.2282067962	0.2281182521	0.0020664711
3	0.0143944453	0.2245775729	0.2244710968	0.0020406957
3	0.0141974805	0.2209499514	0.2208238604	0.0020121332
3	0.0139683337	0.2173242730	0.2171765716	0.0019812940
3	0.0137391870	0.2136985946	0.2135292828	0.0019486686
3	0.0134462740	0.2100774351	0.2098820684	0.0019147925
3	0.0131120364	0.2064597727	0.2062349365	0.0018802593
3	0.0127339630	0.2028462898	0.2025879419	0.0018456613
3	0.0123073346	0.1992379878	0.1989411745	0.0018116301
3	0.0118257830	0.1956362365	0.1952947704	0.0017788296
3	0.0112804362	0.1920429971	0.1916489516	0.0017479620
3	0.0106579902	0.1884612948	0.1880041283	0.0017197781
3	0.0099363395	0.1848963256	0.1843611924	0.0016950904
3	0.0091713989	0.1813393113	0.1807193134	0.0016747828
3	0.0081349575	0.1778392457	0.1770894239	0.0016598575
3	0.0068226535	0.1744094282	0.1734817962	0.0016513685
3	0.0054334112	0.1724052669	0.1712754654	0.0016498027
3	0.0068310190	0.1742456744	0.1676447228	0.0016528307
3	0.0086259244	0.1761973746	0.1632322464	0.0016636823
3	0.0104269280	0.1780716491	0.1587887964	0.0016812538
3	0.0121943813	0.1798977744	0.1543119512	0.0017044751
3	0.0139062437	0.1816924861	0.1498009309	0.0017323842
3	0.0155463080	0.1834620118	0.1452534332	0.0017641751
3	0.0170079468	0.1851849120	0.1406278527	0.0017991430
3	0.0184695855	0.1869078121	0.1360022723	0.0018366867
3	0.0198250381	0.1886039441	0.1313346549	0.0018762616
3	0.0210626631	0.1902701602	0.1266237340	0.0019173948
3	0.0221712252	0.1919024489	0.1218690005	0.0019596922
3	0.0231401438	0.1934962787	0.1170709102	0.0020028091
3	0.0239594370	0.1950468208	0.1122309365	0.0020464236
3	0.0246203070	0.1965490650	0.1073516660	0.0020902678
3	0.0251153182	0.1979980754	0.1024367804	0.0021340714
3	0.0254383745	0.1993890011	0.0974909005	0.0021776126
3	0.0255834998	0.2007167739	0.0925193087	0.0022206758
3	0.0253883598	0.2019144552	0.0875164848	0.0022630666
3	0.0251932198	0.2031121366	0.0825136609	0.0023046181
3	0.0248186140	0.2042373149	0.0775042286	0.0023450769
3	0.0242653539	0.2052872361	0.0724950035	0.0023843014
3	0.0235337126	0.2062588174	0.0674928542	0.0024221087
3	0.0226344373	0.2071537468	0.0625037488	0.0024583168
3	0.0215735711	0.2079718619	0.0575332339	0.0024927511
3	0.0203584361	0.2087135587	0.0525861034	0.0025252593
3	0.0189977074	0.2093798677	0.0476662236	0.0025556724
3	0.0175013819	0.2099722816	0.0427763542	0.0025838525
3	0.0158809167	0.2104926173	0.0379179480	0.0026096209
3	0.0141499860	0.2109422919	0.0330906880	0.0026328209
3	0.0123265654	0.2113338747	0.0282925043	0.0026533270
3	0.0103909762	0.2116402203	0.0235322087	0.0026709638
3	0.0084071193	0.2119049454	0.0187893193	0.0026856143
3	0.0063476052	0.2120933511	0.0140751202	0.0026971471
3	0.0042580337	0.2122389480	0.0093726464	0.0027054716
3	0.0021403645	0.2123510224	0.0046818380	0.0027104924
3	0.0000000000	0.2123510224	0.0000000000	0.0027121705
3	-0.0021403645	0.2123510224	-0.0046818380	0.0027104924
3	-0.0042580337	0.2122389480	-0.0093726464	0.0027054716
3	-0.0063476052	0.2120933511	-0.0140751202	0.0026971471
3	-0.0084071193	0.2119049454	-0.0187893193	0.0026856143
3	-0.0103909762	0.2116402203	-0.0235322087	0.0026709638
3	-0.0123265654	0.2113338747	-0.0282925043	0.0026533270
3	-0.0141499860	0.2109422919	-0.0330906880	0.0026328209
3	-0.0158809167	0.2104926173	-0.0379179480	0.0026096209
3	-0.0175013819	0.2099722816	-0.0427763542	0.0025838525
3	-0.0189977074	0.2093798677	-0.0476662236	0.0025556724
3	-0.0203584361	0.2087135587	-0.0525861034	0.0025252593
3	-0.0215735711	0.2079718619	-0.0575332339	0.0024927511
3	-0.0226344373	0.2071537468	-0.0625037488	0.0024583168
3	-0.0235337126	0.2062588174	-0.0674928542	0.0024221087
3	-0.0242653539	0.2052872361	-0.0724950035	0.0023843014
3	-0.0248186140	0.2042373149	-0.0775042286	0.0023450769
3	-0.0251932198	0.2031121366	-0.0825136609	0.0023046181
3	-0.0253883598	0.2019144552	-0.0875164848	0.0022630666
3	-0.0255834998	0.2007167739	-0.0925193087	0.0022206758
3	-0.0254383745	0.1993890011	-0.0974909005	0.0021776126
3	-0.0251153182	0.1979980754	-0.1024367804	0.0021340714
3	-0.0246203070	0.1965490650	-0.1073516660	0.0020902678
3	-0.0239594370	0.1950468208	-0.1122309365	0.0020464236
3	-0.0231401438	0.1934962787	-0.1170709102	0.0020028091
3	-0.0221712252	0.1919024489	-0.1218690005	0.0019596922
3	-0.0210626631	0.1902701602	-0.1266237340	0.0019173948
3	-0.0198250381	0.1886039441	-0.1313346549	0.0018762616
3	-0.0184695855	0.1869078121	-0.1360022723	0.0018366867
3	-0.0170079468	0.1851849120	-0.1406278527	0.0017991430
3	-0.0155463080	0.1834620118	-0.1452534332	0.0017641751
3	-0.0139062437	0.1816924861	-0.1498009309	0.0017323842
3	-0.0121943813	0.1798977744	-0.1543119512	0.0017044751
3	-0.0104269280	0.1780716491	-0.1587887964	0.0016812538
3	-0.0086259244	0.1761973746	-0.1632322464	0.0016636823
