X	Y	Z	FIELD_VALUE
0.0231100000	0.2500000000	0.2500000000	0.0021823903
0.0150324600	0.2499743400	0.2499882400	0.0021502885
0.0150321014	0.2463339165	0.2463484471	0.0021480704
0.0149825483	0.2426936592	0.2427088264	0.0021414348
0.0149186571	0.2390535075	0.2390693236	0.0021305647
0.0148317987	0.2354135820	0.2354300701	0.0021155688
0.0147201580	0.2317739802	0.2317911689	0.0020967277
0.0145824353	0.2281348075	0.2281527321	0.0020743503
0.0144159074	0.2244962150	0.2245149195	0.0020488325
0.0142190929	0.2208583532	0.2208778888	0.0020205703
0.0139901151	0.2172214030	0.2172418292	0.0019900749
0.0137611373	0.2135844528	0.2136057695	0.0019578379
0.0134683768	0.2099497278	0.2099720617	0.0019243955
0.0131342184	0.2063167431	0.2063401850	0.0018903421
0.0127560887	0.2026858636	0.2027105157	0.0018562711
0.0123291752	0.1990576298	0.1990836119	0.0018228150
0.0118469604	0.1954327909	0.1954602462	0.0017906385
0.0113003186	0.1918124392	0.1918415442	0.0017604450
0.0106754708	0.1881983080	0.1882292890	0.0017329863
0.0099492955	0.1845935074	0.1846266719	0.0017090761
0.0091810304	0.1809930073	0.1810284869	0.0016895996
0.0081363522	0.1774270501	0.1774657122	0.0016755590
0.0067617928	0.1739170376	0.1739598362	0.0016680042
0.0056196752	0.1722164386	0.1722620769	0.0016669892
0.0008920957	0.1703436104	0.1703824700	0.0016710379
-0.0037904598	0.1688334114	0.1688679599	0.0016818552
-0.0085446997	0.1674389714	0.1674702807	0.0016986306
-0.0133368202	0.1661105395	0.1661392596	0.0017205939
-0.0181633488	0.1648455189	0.1648723294	0.0017469912
-0.0229898774	0.1635804983	0.1636053993	0.0017771940
-0.0278287297	0.1623390869	0.1623623491	0.0018104836
-0.0326762755	0.1611146347	0.1611364685	0.0018463267
-0.0375301231	0.1599026378	0.1599232108	0.0018841659
-0.0423887738	0.1587002295	0.1587196763	0.0019235181
-0.0472515118	0.1575060531	0.1575244821	0.0019639593
-0.0521185285	0.1563205774	0.1563380742	0.0020051284
-0.0569912988	0.1551469419	0.1551635718	0.0020467316
-0.0618733761	0.1539927768	0.1540085863	0.0020885475
-0.0667728816	0.1528761203	0.1528911375	0.0021304336
-0.0717548989	0.1519599230	0.1519741570	0.0021723321
-0.0767369163	0.1510437258	0.1510571765	0.0022143960
-0.0817745127	0.1502946554	0.1503073213	0.0022568562
-0.0868733862	0.1497939207	0.1498058028	0.0023002113
-0.0920163110	0.1496344735	0.1496455882	0.0023453022
-0.0971512542	0.1498928339	0.1499032233	0.0023933796
-0.1022033480	0.1505921314	0.1506018640	0.0024457462
-0.1071110449	0.1516913444	0.1517005033	0.0025034015
-0.1118494674	0.1531142846	0.1531229522	0.0025668417
-0.1164230658	0.1547852668	0.1547935161	0.0026359330
-0.1208455820	0.1566485225	0.1566564162	0.0027102191
-0.1250585005	0.1587405589	0.1587481781	0.0027889548
-0.1292714191	0.1608325954	0.1608399401	0.0028713031
-0.1333838157	0.1630223447	0.1630294513	0.0029562348
-0.1374080649	0.1652924911	0.1652993898	0.0030428240
-0.1413538109	0.1676305147	0.1676372309	0.0031300725
-0.1452286148	0.1700271199	0.1700336754	0.0032170466
-0.1490384467	0.1724752460	0.1724816596	0.0033028053
-0.1527881886	0.1749693218	0.1749756101	0.0033864050
-0.1564819340	0.1775048267	0.1775110050	0.0034669848
-0.1601230172	0.1800781290	0.1800842123	0.0035436547
-0.1637127823	0.1826872245	0.1826932302	0.0036156028
-0.1672210923	0.1853511304	0.1853570871	0.0036820285
-0.1707294022	0.1880150364	0.1880209440	0.0037421998
-0.1741960226	0.1907060917	0.1907119535	0.0037954608
-0.1776234256	0.1934221563	0.1934279559	0.0038412597
-0.1810139497	0.1961612643	0.1961670071	0.0038791380
-0.1843699741	0.1989215320	0.1989272225	0.0039087545
-0.1876966169	0.2016995245	0.2017051665	0.0039299205
-0.1910022069	0.2044900533	0.2044956488	0.0039425286
