X	Y	Z	FIELD_VALUE
-0.5114797652	0.1918442131	0.3081557869	0.0017523293
-0.5120228662	0.1954640065	0.3045359935	0.0017823275
-0.5125015649	0.1990883419	0.3009116581	0.0018143139
-0.5129250467	0.2027161119	0.2972838881	0.0018475866
-0.5132998719	0.2063465577	0.2936534423	0.0018814821
-0.5136308872	0.2099791323	0.2900208677	0.0019153688
-0.5139207035	0.2136134668	0.2863865332	0.0019486546
-0.5141471464	0.2172500511	0.2827499489	0.0019807459
-0.5143735894	0.2208866354	0.2791133646	0.0020111074
-0.5145681047	0.2245241436	0.2754758564	0.0020392483
-0.5147325807	0.2281623928	0.2718376072	0.0020646586
-0.5148685104	0.2318012312	0.2681987688	0.0020869428
-0.5149786118	0.2354405062	0.2645594938	0.0021057058
-0.5150641829	0.2390801110	0.2609198890	0.0021206396
-0.5151270348	0.2427199473	0.2572800527	0.0021314645
-0.5151756880	0.2463598924	0.2536401076	0.0021380723
-0.5151756880	0.2500000000	0.2500000000	0.0021402810
-0.5152622482	0.2498089631	0.2498089631	0.0021403134
-0.5174242519	0.2465054418	0.2465054418	0.0021517407
-0.5231100000	0.2500000000	0.2500000000	0.0021711756
