X	Y	Z	FIELD_VALUE
0.0231100000	0.2500000000	0.2500000000	0.0021831925
0.0156852663	0.2488663727	0.2511336273	0.0021522324
0.0150239500	0.2500000000	0.2500000000	0.0021510216
0.0150239534	0.2536401076	0.2536401076	0.0021488040
0.0149746667	0.2572800485	0.2572800485	0.0021421690
0.0149110217	0.2609198779	0.2609198779	0.0021312992
0.0148243791	0.2645594699	0.2645594699	0.0021163026
0.0147129265	0.2681987244	0.2681987244	0.0020974590
0.0145753668	0.2718375322	0.2718375322	0.0020750769
0.0144089794	0.2754757380	0.2754757380	0.0020495513
0.0142122866	0.2791131876	0.2791131876	0.0020212781
0.0139834158	0.2827496959	0.2827496959	0.0019907678
0.0137545449	0.2863862042	0.2863862042	0.0019585116
0.0134618717	0.2900204242	0.2900204242	0.0019250452
0.0131277989	0.2936528588	0.2936528588	0.0018909626
0.0127497620	0.2972831381	0.2972831381	0.0018568567
0.0123229609	0.3009107136	0.3009107136	0.0018233596
0.0118408981	0.3045348261	0.3045348261	0.0017911355
0.0112944816	0.3081543700	0.3081543700	0.0017608871
0.0106699964	0.3117675947	0.3117675947	0.0017333656
0.0099444706	0.3153713691	0.3153713691	0.0017093838
0.0091766618	0.3189707605	0.3189707605	0.0016898347
0.0081328645	0.3225352559	0.3225352559	0.0016757013
0.0067587778	0.3260432933	0.3260432933	0.0016680424
0.0055964062	0.3277919392	0.3277919392	0.0016669703
0.0075415996	0.3253255635	0.3325749764	0.0016724596
0.0093723216	0.3234295561	0.3369970099	0.0016858233
0.0112060698	0.3215429571	0.3414218126	0.0017059198
0.0130073141	0.3197087048	0.3458818356	0.0017317107
0.0147543792	0.3179068142	0.3503764681	0.0017622678
0.0164326074	0.3161301016	0.3549072086	0.0017968194
0.0180297081	0.3143764951	0.3594761145	0.0018346937
0.0195344081	0.3126466248	0.3640852569	0.0018753143
0.0209359508	0.3109427306	0.3687364062	0.0019181881
0.0222235837	0.3092683082	0.3734309859	0.0019628858
0.0233819601	0.3076293438	0.3781715267	0.0020090621
0.0242948547	0.3060655323	0.3829904358	0.0020564300
0.0252077493	0.3045017207	0.3878093448	0.0021047432
0.0259835508	0.3029836404	0.3926667445	0.0021537647
0.0266213413	0.3015156971	0.3975595078	0.0022032874
0.0271236902	0.3001021693	0.4024839724	0.0022531593
0.0274972184	0.2987473713	0.4074363220	0.0023032416
0.0277528858	0.2974563786	0.4124131422	0.0023534163
0.0279134020	0.2962313023	0.4174105606	0.0024035772
0.0280046189	0.2950772479	0.4224265954	0.0024536747
0.0280609756	0.2940018197	0.4274605844	0.0025036583
0.0281273396	0.2930165511	0.4325128719	0.0025535939
0.0282603215	0.2921396080	0.4375837746	0.0026035517
0.0285278896	0.2913984250	0.4426709960	0.0026537720
0.0290052039	0.2908310582	0.4477652117	0.0027046797
0.0297638009	0.2904828672	0.4528449815	0.0027569268
0.0308541273	0.2903962952	0.4578753354	0.0028114269
0.0322898754	0.2905963402	0.4628149080	0.0028690792
0.0340463436	0.2910821458	0.4676294256	0.0029307436
0.0362398113	0.2920113967	0.4721929724	0.0029969914
0.0384332790	0.2929406477	0.4767565192	0.0030679962
0.0407956222	0.2940594177	0.4811914325	0.0031432673
0.0432834263	0.2953331981	0.4855145195	0.0032221685
0.0458626267	0.2967327440	0.4897441488	0.0033037987
0.0485073722	0.2982346377	0.4938975094	0.0033871108
0.0511981897	0.2998206538	0.4979895530	0.0034709883
0.0539203410	0.3014767652	0.5020328134	0.0035542032
0.0566624854	0.3031921414	0.5060376724	0.0036355576
0.0594157919	0.3049584532	0.5100126207	0.0037138591
0.0621732443	0.3067692843	0.5139645966	0.0037879967
0.0649291682	0.3086196775	0.5178992753	0.0038569057
0.0676788883	0.3105058059	0.5218213062	0.0039196215
0.0704184786	0.3124247458	0.5257344995	0.0039753261
0.0731446149	0.3143742436	0.5296419804	0.0040233181
0.0758544308	0.3163524883	0.5335463642	0.0040630245
0.0785439967	0.3183614790	0.5374490503	0.0040940614
0.0812120236	0.3203946786	0.5413539830	0.0041161926
0.0838682097	0.3224398663	0.5452607272	0.0041293901
0.0864752995	0.3245398489	0.5491714717	0.0041337239
0.0890823892	0.3266398316	0.5530822163	0.0041295284
0.0916328877	0.3287951559	0.5570001625	0.0041171757
0.0941663018	0.3309630889	0.5609222343	0.0040972506
0.0966516156	0.3331678177	0.5648545559	0.0040704695
0.0991055822	0.3353982112	0.5687920882	0.0040376538
0.1015227907	0.3376573137	0.5727359855	0.0039997235
0.1039399992	0.3399164162	0.5766798828	0.0039576910
0.1062775586	0.3422355583	0.5806369225	0.0039125896
0.1085637625	0.3445916545	0.5846021274	0.0038655403
0.1107940946	0.3469868061	0.5885757448	0.0038176711
0.1129616879	0.3494247533	0.5925580457	0.0037701276
0.1150578301	0.3519104201	0.5965490875	0.0037240272
0.1170714629	0.3544503700	0.6005484256	0.0036804737
0.1189882303	0.3570536875	0.6045546093	0.0036405334
0.1207889156	0.3597334354	0.6085642541	0.0036052300
0.1224469958	0.3625093863	0.6125699543	0.0035754825
0.1239603568	0.3653892586	0.6165595459	0.0035521641
0.1252110834	0.3684603299	0.6204971812	0.0035360490
0.1261580505	0.3717654034	0.6243286965	0.0035276843
0.1264383810	0.3737177779	0.6262822221	0.0035265092
0.1261580505	0.3756713035	0.6282345966	0.0035276843
0.1252110834	0.3795028188	0.6315396701	0.0035360490
0.1239603568	0.3834404541	0.6346107414	0.0035521641
0.1224469958	0.3874300457	0.6374906137	0.0035754825
0.1207889156	0.3914357459	0.6402665646	0.0036052300
0.1189882303	0.3954453907	0.6429463125	0.0036405334
0.1170714629	0.3994515744	0.6455496300	0.0036804737
0.1150578301	0.4034509125	0.6480895799	0.0037240272
0.1129616879	0.4074419544	0.6505752467	0.0037701276
