X	Y	Z	FIELD_VALUE
0.6647867443	0.3325701253	0.3517197145	0.0083779799
0.6650897850	0.3327128571	0.3463533355	0.0079276172
0.6653330250	0.3328269214	0.3409867536	0.0074944163
0.6655297132	0.3329188287	0.3356200444	0.0070802967
0.6656899872	0.3329935443	0.3302532544	0.0066870680
0.6658216355	0.3330548727	0.3248864125	0.0063164082
0.6659306810	0.3331057378	0.3195195368	0.0059697933
0.6660397265	0.3331566029	0.3141526610	0.0056485233
0.6661147306	0.3331919853	0.3087857464	0.0053535620
0.6661782540	0.3332223570	0.3034188218	0.0050857784
0.6662328339	0.3332489726	0.2980518906	0.0048458161
0.6662803452	0.3332727975	0.2926849550	0.0046341718
0.6663223385	0.3332946778	0.2873180163	0.0044512869
0.6663601666	0.3333154324	0.2819510756	0.0042974361
0.6663951318	0.3333359914	0.2765841337	0.0041729164
0.6664287788	0.3333577306	0.2712171912	0.0040781417
0.6664640317	0.3333838890	0.2658502499	0.0040135335
0.6665002890	0.3334116490	0.2604833092	0.0039798461
0.6665427745	0.3334572205	0.2574607805	0.0039747629
0.6666666600	0.3333333300	0.2582080000	0.0039750762
