X	Y	Z	FIELD_VALUE
0.0805155000	0.8375345000	0.9308565000	0.0059540761
0.0789529044	0.8379199259	0.9263870561	0.0059442250
0.0772133975	0.8413053297	0.9276620957	0.0058711375
0.0755167178	0.8447677866	0.9287632544	0.0058132558
0.0738677517	0.8483055892	0.9296650005	0.0057708283
0.0723175915	0.8519557421	0.9301936281	0.0057437686
0.0705487610	0.8569762383	0.9301335977	0.0057309096
0.0721298474	0.8525930792	0.9314371826	0.0057414189
0.0736855115	0.8491833923	0.9328878312	0.0057667209
0.0754037228	0.8460057678	0.9346729081	0.0058080207
0.0772765390	0.8431310584	0.9368117068	0.0058663017
0.0791893001	0.8403477487	0.9390414652	0.0059421580
0.0811595347	0.8376979690	0.9413903561	0.0060357208
0.0831749436	0.8351444950	0.9438123229	0.0061467986
0.0852285277	0.8326577880	0.9462745725	0.0062748855
0.0873162668	0.8302147025	0.9487529981	0.0064191451
0.0894362858	0.8277969512	0.9512286442	0.0065785376
0.0916132186	0.8253832590	0.9536544542	0.0067517536
0.0937901513	0.8229695668	0.9560802642	0.0069372868
0.0959965421	0.8205478081	0.9584681463	0.0071335295
0.0982320251	0.8181095061	0.9608078784	0.0073386568
0.1004962851	0.8156477021	0.9630901310	0.0075507881
0.1027889141	0.8131567246	0.9653062975	0.0077678959
0.1051093051	0.8106321121	0.9674485235	0.0079879428
0.1074565964	0.8080705597	0.9695097753	0.0082088252
0.1098296103	0.8054699026	0.9714840349	0.0084284367
0.1122268473	0.8028290418	0.9733664247	0.0086446793
0.1146467494	0.8001474026	0.9751522414	0.0088554714
0.1171018272	0.7973951733	0.9767604697	0.0090588168
0.1195569050	0.7946429441	0.9783686979	0.0092527773
0.1220274736	0.7918568506	0.9798852325	0.0094354104
0.1245110339	0.7890405678	0.9813157299	0.0096049403
0.1270051910	0.7861987928	0.9826693977	0.0097597546
0.1295077979	0.7833375297	0.9839600864	0.0098985607
0.1320170641	0.7804646232	0.9852079377	0.0100201731
0.1345312821	0.7775900520	0.9864407116	0.0101239916
0.1370525948	0.7747648012	0.9877772016	0.0102099806
0.1395753352	0.7720135696	0.9892693853	0.0102790816
0.1420936119	0.7693516156	0.9909354712	0.0103336564
0.1445560241	0.7670567766	0.9931835893	0.0103782720
0.1469528882	0.7650378394	0.9957705455	0.0104192385
0.1492469581	0.7635813114	0.9988264458	0.0104629349
0.1515462286	0.7623477755	1.0019830236	0.0105136599
