X	Y	Z	FIELD_VALUE
0.0805155000	0.8375345000	0.9308565000	0.0055413159
0.0772552407	0.8391562177	0.9329448075	0.0055104828
0.0753824864	0.8419369600	0.9306750514	0.0054668036
0.0736270459	0.8451523186	0.9290064860	0.0054411741
0.0717391678	0.8498829663	0.9282291660	0.0054301800
0.0731501277	0.8461251199	0.9278042521	0.0054366849
0.0747061820	0.8425342262	0.9269524726	0.0054559914
0.0763354915	0.8390390687	0.9258530139	0.0054878965
0.0780485784	0.8356783796	0.9244724955	0.0055319232
0.0797616653	0.8323176905	0.9230919771	0.0055872820
0.0815075756	0.8290155436	0.9216066801	0.0056529299
0.0832802268	0.8257607723	0.9200442266	0.0057276716
0.0850751971	0.8225447115	0.9184234856	0.0058100660
0.0868889136	0.8193605169	0.9167577081	0.0058985640
0.0887182397	0.8162026606	0.9150563991	0.0059913992
0.0905602877	0.8130665715	0.9133265136	0.0060867875
0.0924123264	0.8099484049	0.9115731886	0.0061828168
0.0942716704	0.8068448556	0.9098002069	0.0062775966
0.0961354674	0.8037532070	0.9080098099	0.0063692401
0.0979981299	0.8006743240	0.9061944171	0.0064559642
0.0998607924	0.7975954411	0.9043790243	0.0065361389
0.1017197378	0.7945210947	0.9025511881	0.0066083535
0.1035715647	0.7914489367	0.9007115478	0.0066714356
0.1054123611	0.7883765770	0.8988602883	0.0067245590
0.1072384819	0.7853017396	0.8969977472	0.0067672407
0.1090450468	0.7822218288	0.8951236353	0.0067993762
0.1108326130	0.7791365043	0.8932394377	0.0068212456
0.1126020711	0.7760458135	0.8913462511	0.0068335651
0.1142744941	0.7729214957	0.8894175508	0.0068373587
0.1159469171	0.7697971779	0.8874888505	0.0068340880
0.1174707435	0.7666238545	0.8855138802	0.0068254849
0.1189274678	0.7634297502	0.8835203906	0.0068135788
0.1202121957	0.7601871519	0.8814839543	0.0068006089
0.1213210185	0.7569020984	0.8794095050	0.0067888771
0.1221266340	0.7535598919	0.8772829180	0.0067805709
0.1224475957	0.7500000000	0.8750000000	0.0067773499
0.1221266340	0.7464401081	0.8727170820	0.0067805709
0.1213210185	0.7430979016	0.8705904950	0.0067888771
0.1202121957	0.7398128481	0.8685160457	0.0068006089
0.1189274678	0.7365702498	0.8664796094	0.0068135788
0.1174707435	0.7333761455	0.8644861198	0.0068254849
0.1159469171	0.7302028221	0.8625111495	0.0068340880
0.1142744941	0.7270785043	0.8605824492	0.0068373587
0.1126020711	0.7239541865	0.8586537489	0.0068335651
0.1108326130	0.7208634957	0.8567605623	0.0068212456
0.1090450468	0.7177781712	0.8548763647	0.0067993762
0.1072384819	0.7146982604	0.8530022528	0.0067672407
0.1054123611	0.7116234230	0.8511397117	0.0067245590
0.1035715647	0.7085510633	0.8492884522	0.0066714356
0.1017197378	0.7054789053	0.8474488119	0.0066083535
0.0998607924	0.7024045589	0.8456209757	0.0065361389
0.0979981299	0.6993256760	0.8438055829	0.0064559642
0.0961354674	0.6962467930	0.8419901901	0.0063692401
0.0942716704	0.6931551444	0.8401997931	0.0062775966
0.0924123264	0.6900515951	0.8384268114	0.0061828168
0.0905602877	0.6869334285	0.8366734864	0.0060867875
0.0887182397	0.6837973394	0.8349436009	0.0059913992
0.0868889136	0.6806394831	0.8332422919	0.0058985640
0.0850751971	0.6774552885	0.8315765144	0.0058100660
0.0832802268	0.6742392276	0.8299557734	0.0057276716
0.0815075756	0.6709844564	0.8283933199	0.0056529299
0.0797616653	0.6676823095	0.8269080229	0.0055872820
0.0780485784	0.6643216204	0.8255275045	0.0055319232
0.0763354915	0.6609609313	0.8241469861	0.0054878965
0.0747061820	0.6574657738	0.8230475274	0.0054559914
0.0731501277	0.6538748801	0.8221957479	0.0054366849
0.0717391678	0.6501170337	0.8217708340	0.0054301800
0.0736270459	0.6548476814	0.8209935140	0.0054411741
0.0753824864	0.6580630400	0.8193249486	0.0054668036
0.0772552407	0.6608437823	0.8170551925	0.0055104828
0.0805155000	0.6624655000	0.8191435000	0.0055413159
