X	Y	Z	FIELD_VALUE
0.1812110000	0.1812110000	0.2500000000	0.0057838357
0.1882581791	0.1876471138	0.2560533250	0.0056988868
0.1895770800	0.1890687251	0.2524100302	0.0056751270
0.1905436720	0.1897382090	0.2477696396	0.0056659214
0.1915263977	0.1891615658	0.2427732015	0.0056762372
0.1927798408	0.1884268660	0.2388918503	0.0056999974
0.1942733735	0.1875125125	0.2351465869	0.0057378462
0.1958471136	0.1865258178	0.2314573451	0.0057897084
0.1975129637	0.1854350073	0.2278446472	0.0058554275
0.1992338748	0.1842557508	0.2242906268	0.0059346202
0.2009863681	0.1829995676	0.2207822806	0.0060268024
0.2027553415	0.1816755408	0.2173101942	0.0061313067
0.2045309238	0.1802906188	0.2138676934	0.0062473680
0.2063026006	0.1788143653	0.2104644463	0.0063740610
0.2080742774	0.1773381118	0.2070611992	0.0065103353
0.2098408020	0.1758193493	0.2036754004	0.0066549306
0.2116005277	0.1742634674	0.2003040900	0.0068064781
0.2133526939	0.1726755384	0.1969447512	0.0069633820
0.2150971478	0.1710604140	0.1935951468	0.0071239297
0.2168341834	0.1694227634	0.1902532421	0.0072863268
0.2185643794	0.1677671333	0.1869171095	0.0074486396
0.2202885399	0.1660979850	0.1835849009	0.0076088964
0.2220076194	0.1644198054	0.1802547681	0.0077651566
0.2237226707	0.1627373681	0.1769247128	0.0079155325
0.2254343488	0.1610642376	0.1735876882	0.0080582114
0.2271460269	0.1593911071	0.1702506637	0.0081915762
0.2288572216	0.1577285497	0.1669076368	0.0083142361
0.2305693536	0.1560829628	0.1635560240	0.0084250738
0.2322839716	0.1544618498	0.1601928597	0.0085233345
0.2340028170	0.1528744023	0.1568146337	0.0086085588
0.2357279741	0.1513327629	0.1534169201	0.0086806920
0.2374614013	0.1498493955	0.1499956902	0.0087400882
0.2392053397	0.1484407117	0.1465461008	0.0087874171
0.2409606894	0.1471169971	0.1430663852	0.0088236905
0.2427391341	0.1459804757	0.1395280380	0.0088502608
0.2445308535	0.1449681243	0.1359561778	0.0088685631
0.2463395560	0.1441447443	0.1323411413	0.0088801214
0.2481580748	0.1434720758	0.1286976998	0.0088864165
0.2500000000	0.1434720758	0.1250000000	0.0088883451
0.2518419252	0.1434720758	0.1213023002	0.0088864165
0.2536604440	0.1441447443	0.1176588587	0.0088801214
0.2554691465	0.1449681243	0.1140438222	0.0088685631
0.2572608659	0.1459804757	0.1104719620	0.0088502608
0.2590393106	0.1471169971	0.1069336148	0.0088236905
0.2607946603	0.1484407117	0.1034538992	0.0087874171
0.2625385987	0.1498493955	0.1000043098	0.0087400882
0.2642720259	0.1513327629	0.0965830799	0.0086806920
0.2659971830	0.1528744023	0.0931853663	0.0086085588
0.2677160284	0.1544618498	0.0898071403	0.0085233345
0.2694306464	0.1560829628	0.0864439760	0.0084250738
0.2711427784	0.1577285497	0.0830923632	0.0083142361
0.2728539731	0.1593911071	0.0797493363	0.0081915762
0.2745656512	0.1610642376	0.0764123118	0.0080582114
0.2762773293	0.1627373681	0.0730752872	0.0079155325
0.2779923806	0.1644198054	0.0697452319	0.0077651566
0.2797114601	0.1660979850	0.0664150991	0.0076088964
0.2814356206	0.1677671333	0.0630828905	0.0074486396
0.2831658166	0.1694227634	0.0597467579	0.0072863268
0.2849028522	0.1710604140	0.0564048532	0.0071239297
0.2866473061	0.1726755384	0.0530552488	0.0069633820
0.2883994723	0.1742634674	0.0496959100	0.0068064781
0.2901591980	0.1758193493	0.0463245996	0.0066549306
0.2919257226	0.1773381118	0.0429388008	0.0065103353
0.2936973994	0.1788143653	0.0395355537	0.0063740610
0.2954690762	0.1802906188	0.0361323066	0.0062473680
0.2972446585	0.1816755408	0.0326898058	0.0061313067
0.2990136319	0.1829995676	0.0292177194	0.0060268024
0.3007661252	0.1842557508	0.0257093732	0.0059346202
0.3024870363	0.1854350073	0.0221553528	0.0058554275
0.3041528865	0.1865258178	0.0185426549	0.0057897084
0.3057266265	0.1875125125	0.0148534131	0.0057378462
0.3072201592	0.1884268660	0.0111081497	0.0056999974
0.3084736023	0.1891615658	0.0072267985	0.0056762372
0.3094563280	0.1897382090	0.0022303604	0.0056659214
0.3104546038	0.1890160477	-0.0023986753	0.0056751837
0.3117117337	0.1877023289	-0.0061090482	0.0056989822
0.3187890000	0.1812110000	0.0000000000	0.0057838357
